LICENSE,NAME,ADDRESS,CITY,ST,ZIP,COUNTY,OWNER,OPR FNAME,OPR LNAME,TELEPHONE
KY22001390,KINGS DAUGHTERS MEDICAL SPECIALTIES -,1200 CENTRAL AVENUE SUITE 2,ASHLAND,KY,41101,BOYD,,,,(606) 325-9769
KY22028576,KNOTT COUNTY CENTRAL HIGH SCHOOL,76 PATRIOT LN,HINDMAN,KY,41822,KNOTT,,,,(606) 785-3166
KY22009327,KOBY KARP DOCTORS EYE INSTITUTE,4004 DUPONT CIRCLE,LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 897-1604
KY22021858,KS EYEWORKS,"9700 PARK PLAZA AVE, STE 103",LOUISVILLE,KY,40241,JEFFERSON,,,,(502) 429-3937
KY22019715,KUMAR EYE INSTITUTE,"4940 HAZELWOOD AVENUE, 2ND FLOOR",LOUISVILLE,KY,40214,JEFFERSON,,,,(502) 368-3937
KY22028137,KUMAR EYE INSTITUTE,1348 POPLAR LEVEL ROAD,LOUISVILLE,KY,40217,JEFFERSON,,,,(502) 634-8100
KY22003270,KUSUM NIGAM MD,4402 CHURCHMAN AVENUE SUITE 410,LOUISVILLE,KY,40215,JEFFERSON,,,,(502) 367-6322
KY22022503,"KUTTAWA CLINIC, PLLC",91 CEDAR STREET,KUTTAWA,KY,42055,LYON,,,,(270) 388-7380
KY22017653,"KY CLINIC DEPT OF GENERAL, VASCULAR AND SURGERY",740 S LIMESTONE,LEXINGTON,KY,40536,FAYETTE,,,,(859) 218-6612
KY22000129,KY OCCMED,505 SHOPPERS DRIVE SUITE 3,WINCHESTER,KY,40391,CLARK,,,,(859) 737-3911
KY22015712,KY ONE HEALTH MEDICAL GROUP,211 FOUNTAIN COURT STE 120,LEXINGTON,KY,40509,FAYETTE,,,,(859) 263-0329
KY22021315,KY ONE HEALTH OBGYN ASSOCIATES - RICHMOND,"1054 CENTER DRIVE, #5",RICHMOND,KY,40475,MADISON,,,,(859) 623-7800
18D0326749,KY ONE HEALTH PRIMARY CARE - REYNOLDS,"298 BOGLE STREET, SUITE B",SOMERSET,KY,42501,PULASKI,,BETSY,REYNOLDS,(606) 679-9213
KY22001367,KY ONE HEALTH SURGICAL ASSOCIATES,227 FALCON DRIVE SUITE 104,MOUNT STERLING,KY,40353,MONTGOMERY,,,,(859) 497-5160
KY22028546,KY SJ RHEUMATOLOGY,1406 WEST 5TH ST STE 302,LONDON,KY,40741,LAUREL,,,,(606) 330-7345
KY22029180,KYCARE #128 MURRAY MEDICAL CLINIC,312 S 8TH STREET,MURRAY,KY,42071,CALLOWAY,,,,(870) 919-6696
KY22007068,"KYLE D PARISH, MD, PSC","1532 LONE OAK ROAD, SUITE 305",PADUCAH,KY,42003,MCCRACKEN,,,,(270) 443-0010
KY22025952,KYONE HEALTH ORTHOPEDIC ASSOC OF LEXINGTON,211 FOUNTAIN COURT SUITE 350,LEXINGTON,KY,40509,FAYETTE,,,,(859) 497-4144
KY22020735,KYONE HEALTH ORTHOPEDIC ASSOCIATES,"101 JB SHANNON DRIVE, SUITES A & B",FLEMINGSBURG,KY,41041,FLEMING,,,,(606) 209-0010
KY22014808,KYONE HEALTH ORTHOPEDIC ASSOCIATES,"624 NORTH MAYSVILLE ROAD, SUITE A",MOUNT STERLING,KY,40353,MONTGOMERY,,,,(859) 497-4144
KY22014807,KYONE HEALTH ORTHOPEDIC ASSOCIATES,160 PEDRO WAY,WINCHESTER,KY,40391,CLARK,,,,(859) 497-4144
KY22026789,KYONE HEALTH ORTHOPEDIC ASSOCIATES,"211 FOUNTAIN COURT, STE 320",LEXINGTON,KY,40509,FAYETTE,,,,(859) 497-4144
KY22002492,LAGRANGE FAMILY CARE DOCTORS,501 PARKER PLACE STE 200,LA GRANGE,KY,40031,OLDHAM,,,,(502) 222-7144
KY22015192,LAKE CUMBERLAND FAMILY CARE,30 TOWER CIRCLE,SOMERSET,KY,42503,PULASKI,,,,(606) 451-8644
18D0326738,LAKE CUMBERLAND GASTROENTEROLOGY,110 HARDIN LANE SUITE 9,SOMERSET,KY,42501,PULASKI,,ANJUM,IQBAL,(606) 679-7316
KY22026846,"LAKE CUMBERLAND PEDIATRICS, PLLC DBA","1215 NORTH MAIN STREET, STE 2",MONTICELLO,KY,42633,WAYNE,,,,(606) 753-0293
KY22003621,"LAKE CUMBERLAND PHYSICIAN PRACTICES, LLC","401 BOGLE STREET, SUITE 101",SOMERSET,KY,42503,PULASKI,,N,MULLAI,(606) 676-0275
KY22018106,"LAKE CUMBERLAND RHEUMATOLOGY, PLLC","26 OXFORD WAY, SUITE A",SOMERSET,KY,42501,PULASKI,,LAURENCE,DEMERS,(606) 802-2300
KY22000925,LAKE CUMBERLAND UROLOGY ASSOCIATES,"30 MEDPARK DRIVE, SUITE 1",SOMERSET,KY,42503,PULASKI,,,,(606) 678-8545
KY22026184,LAKEWAY FAMILY MEDICINE,660 LAKEWAY DRIVE,RUSSELL SPRINGS,KY,42642,RUSSELL,,,,(270) 858-3003
KY22001051,LANCASTER PRIMARY CARE,187 FARRA DRIVE,LANCASTER,KY,40444,GARRARD,,,,(859) 792-1766
KY22019934,"LANCE S FERGUSON, MD",2353 ALEXANDRIA DRIVE,LEXINGTON,KY,40504,FAYETTE,,,,(859) 224-2655
KY22026017,LAUREL COUNTY PHYSIATRY AND PAIN,"130 THOMPSON-POYNTER ROAD, SUITE 3",LONDON,KY,40741,LAUREL,,,,(606) 260-8345
KY22021416,LAUREL GROCERY CONNECTED CARE CLINIC,1270 HWY 192 EAST,LONDON,KY,40741,LAUREL,,,,(606) 878-6601
KY22028824,LAURIE K BALLEW HOLISTIC PSYCHIATRY,2520 NEW HOLT RD STE I,PADUCAH,KY,42001,MCCRACKEN,,CHRISTOPHER,GREEN,(270) 558-3916
KY22003350,LAWRENCE JOSEPH GOTTS DO PLLC,1621 SOUTH NASHVILLE RD SUITE 104,RUSSELLVILLE,KY,42276,LOGAN,,,,(270) 726-4444
KY22026435,LAWRENCEBURG URGENT CARE,1004 BYPASS N STE D,LAWRENCEBURG,KY,40342,ANDERSON,,,,(502) 353-4220
KY22021255,LC CARDIOLOGY MT STERLING,250 FOXGLOVE DRIVE SUITE 3,MOUNT STERLING,KY,40353,MONTGOMERY,,,,(859) 432-8637
KY22019211,LC HEART STATION EAST,"100 NORTH EAGLE CREEK, 2ND FLOOR",LEXINGTON,KY,40504,FAYETTE,,,,(859) 258-5518
KY22026740,LC HITACHI BEREA,301 MAYDE ROAD,BEREA,KY,40403,MADISON,,,,(859) 859-8599
KY22026739,LC HITACHI HARRODSBURG,995 WARWICK ROAD,HARRODSBURG,KY,40330,MERCER,,,,(859) 859-8599
KY22001381,LEBANON PEDIATRICS LLC,311 WEST HIGH STREET,LEBANON,KY,40033,MARION,,,,(270) 692-5811
18D0691478,LEITCHFIELD PEDIATRIC CLINIC,908 WALLACE AVENUE SUITE 108,LEITCHFIELD,KY,42754,GRAYSON,,JOSEPH,LEE,(270) 259-5641
18D0946700,"LEON H KIRCIK, MD",1169 EASTERN PARKWAY SUITE 2310,LOUISVILLE,KY,40217,JEFFERSON,,LEON,KIRCIK,(502) 451-9000
18D1012009,"LEWIS FAMILY CARE, INC",6572 MIDLAND TRAIL ROAD,ASHLAND,KY,41102,BOYD,,MARSHALL,BLEVINS,(606) 928-7755
KY22000860,LEXINGTON CLINIC ANDOVER,3099 HELMSDALE DRIVE,LEXINGTON,KY,40509,FAYETTE,,,,(859) 258-4000
KY22002138,LEXINGTON CLINIC BEAUMONT,3085 LAKECREST CIRCLE,LEXINGTON,KY,40513,FAYETTE,,,,(606) 296-0335
KY22029488,LEXINGTON CLINIC BEREA,101 JACKSON STREET,BEREA,KY,40403,MADISON,,,,(859) 258-4278
KY22019815,LEXINGTON CLINIC CT,1221 S BROADWAY,LEXINGTON,KY,40504,FAYETTE,,,,(859) 258-4164
KY22025810,LEXINGTON CLINIC CT - LCE,100 N EAGLE CREEK,LEXINGTON,KY,40509,FAYETTE,,,,(859) 258-4937
KY22002321,LEXINGTON CLINIC EAST-FAMILY PRACTICE,ATTN DEBBIE PASCO,LEXINGTON,KY,40509,FAYETTE,,,,(606) 255-6841
KY22002320,LEXINGTON CLINIC EAST-INTERNAL MED,100 N EAGLE CREEK DR,LEXINGTON,KY,40509,FAYETTE,,,,(606) 255-6841
KY22001235,LEXINGTON CLINIC EAST-PEDIATRICS,ATTN DEBBIE PASCO,LEXINGTON,KY,40509,FAYETTE,,,,(859) 255-6841
KY22004563,LEXINGTON CLINIC GYN SJOP,"1401 HARRODSBURG ROAD, SUITE C-235",LEXINGTON,KY,40504,FAYETTE,,,,(859) 276-1578
KY22029158,LEXINGTON CLINIC LEGACY RESERVE AT FRITZ FARM,2700 MAN O WAR BLVD,LEXINGTON,KY,40515,FAYETTE,,,,(859) 286-5111
KY22009306,LEXINGTON CLINIC ONCOLOGY,"1401 HARRODSBURG ROAD, SUITE A120",LEXINGTON,KY,40504,FAYETTE,,,,(859) 258-6520
KY22000992,LEXINGTON CLINIC PAIN MEDICINE,1221 SOUTH BROADWAY,LEXINGTON,KY,40504,FAYETTE,,,,(859) 258-8542
18D0664136,LEXINGTON CLINIC PULMONARY LCSB,"1225 SOUTH BROADWAY, SUITE 201",LEXINGTON,KY,40504,FAYETTE,,BRUCE,BROUDY,(859) 258-4568
KY22003224,LEXINGTON CLINIC VETERANS PARK,630 SOUTH POINT DRIVE,LEXINGTON,KY,40515,FAYETTE,,,,(606) 272-1928
KY22002440,LEXINGTON CLINIC-ENDOCRINOLOGY LCSB,1221 SOUTH BROADWAY,LEXINGTON,KY,40504,FAYETTE,,,,(606) 255-6841
KY22001232,LEXINGTON CLINIC-INTERNAL MED LCSB,1221 S BROADWAY,LEXINGTON,KY,40504,FAYETTE,,,,(606) 255-6841
KY22002342,LEXINGTON CLINIC-RICHMOND OFFICE,858 EASTERN BY-PASS,RICHMOND,KY,40475,MADISON,,,,(859) 258-4000
KY22001233,LEXINGTON CLINIC-UROLOGY LCSB,1221 S BROADWAY,LEXINGTON,KY,40504,FAYETTE,,,,(606) 255-6841
KY22017210,LEXINGTON CLLINIC OTOLARYNGOLOGY,1221 SOUTH BROADWAY,LEXINGTON,KY,40504,FAYETTE,,,,(859) 258-4000
KY22016314,LEXINGTON DERMATOLOGY & LASER CENTER PSC,"448 LEWIS HARGETT CIRCLE, SUITE 240",LEXINGTON,KY,40503,FAYETTE,,,,(859) 226-0206
KY22000493,LEXINGTON DIABETIC CENTER PSC,"3292 EAGLE VIEW LANE, SUITE 210",LEXINGTON,KY,40509,FAYETTE,,,,(859) 977-8855
18D0976028,"LEXINGTON FERTILITY CLINIC, THE",170 NORTH EAGLE CREEK DRIVE SUITE 101,LEXINGTON,KY,40509,FAYETTE,,GEORGE,VELOUDIS,(859) 277-5736
18D0946702,LEXINGTON FOOT AND ANKLE CENTER PSC,1401 HARRODSBURG RD SUITE C115,LEXINGTON,KY,40504,FAYETTE,,MICHAEL,ALLEN,(859) 278-8855
KY22001457,"LEXINGTON HEART SPECIALISTS, PSC",1760 NICHOLASVILLE ROAD SUITE 402,LEXINGTON,KY,40503,FAYETTE,,,,(859) 260-4560
KY22000375,LEXINGTON OB-GYN ASSOC PSC,"1700 NICHOLASVILLE RD, SUITE 701",LEXINGTON,KY,40503,FAYETTE,,,,(606) 278-0396
KY22003141,LEXINGTON OBGYN ASSOCIATES,206 BEVINS LANE SUITE C,GEORGETOWN,KY,40324,SCOTT,,,,(859) 278-0396
KY22018591,LEXINGTON URGENT CARE,"1701 NICHOLASVILLE ROAD, SUITE 100",LEXINGTON,KY,40503,FAYETTE,,,,(859) 466-8956
KY22017211,LEXINGTON WOMEN'S HEALTH,"1775 ALYSHEBA WAY, SUITE 180",LEXINGTON,KY,40509,FAYETTE,,,,(859) 264-8811
KY22009088,LEXINGTON WOMENS HEALTH,1720 NICHOLASVILLE ROAD SUITE 702,LEXINGTON,KY,40503,FAYETTE,,,,(859) 264-8811
KY22017714,LEXMARK EMPLOYEE HEALTH AND WELLNESS CENTER,740 W NEW CIRCLE ROAD,LEXINGTON,KY,40511,FAYETTE,,,,(802) 857-0484
KY22024437,LIBERTY EYE CENTER,"46 FARMERS DEPOSIT DRIVE, SUITE 100",LIBERTY,KY,42539,CASEY,,,,(859) 236-8644
KY22001154,LICKING VALLEY INTERANL MEDICINE &,101 W CHESTNUT ST,CARLISLE,KY,40311,NICHOLAS,,,,(606) 234-9611
KY22001437,LICKING VALLEY INTERNAL MEDICINE &,1210 KY HWY 36 EAST,CYNTHIANA,KY,41031,HARRISON,,,,(606) 234-9611
KY22003125,LIFE & HEALTH SERVICES,1814 CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,BELL,,,,(606) 242-2519
KY22026286,"LIFELINC PAIN MANAGEMENT II, PSC",1717 HIGH STREET STE 3B,HOPKINSVILLE,KY,42240,CHRISTIAN,,,,(901) 207-2000
KY22021859,LIFESTYLE RESUMPTION INTEGRATIVE HEALTH,2182 DIXIE HWY,FORT MITCHELL,KY,41017,KENTON,,,,(859) 344-6001
KY22002227,"LILY CREEK MEDICAL GROUP, PSC","92 JOE T PETTY DRIVE, STE 400",RUSSELL SPRINGS,KY,42642,RUSSELL,,,,(270) 866-8881
KY22028271,LINCOLN TRAIL BEHAVIORAL HEALTH OUTPATIENT CENTER,7260 NORTH DIXIE HWY,RADCLIFF,KY,40160,HARDIN,,,,(270) 982-9495
KY22026736,LINDA BOARMAN FNP PLLC,6071 HIGHWAY 54,PHILPOT,KY,42366,DAVIESS,,,,(270) 713-0177
KY22000302,LISA SCOTT MD,9115 LEESGATE ROAD SUITE B,LOUISVILLE,KY,40222,JEFFERSON,,,,(502) 423-1893
KY22001040,LLOYD R TAUSTINE PC DBA TAUSTINE EYE CENTER,"1169 EASTERN PARKWAY, SUITE 3334 & 3427",LOUISVILLE,KY,40217,JEFFERSON,,,,(502) 458-9004
KY22001248,LOGAN PHYSICIANS PRACTICE LLC,147 EAST 5TH STREET,RUSSELLVILLE,KY,42276,LOGAN,,,,(270) 756-3883
KY22013862,LOGAN PRIMARY CARE AUBURN,128 SUGAR MAPLE DRIVE,AUBURN,KY,42206,LOGAN,,,,(270) 542-5500
KY22000945,LOGAN SPECIALTY CLINIC,1625 NASHVILLE STREET,RUSSELLVILLE,KY,42276,LOGAN,,,,(270) 725-4515
KY22002434,LON E LAFFERTY MD,2160 BLACKLOG ROAD SUITE 120,INEZ,KY,41224,MARTIN,,,,(606) 298-5028
KY22027700,"LOUISA EYE CARE, PLLC",112 S VINSON AVE,LOUISA,KY,41230,LAWRENCE,,,,(606) 638-4731
KY22003096,LOUISA FAMILY PRACTICE,40 MEDICAL HEIGHTS,LOUISA,KY,41230,LAWRENCE,,,,(606) 638-0033
KY22023915,LOUISVILLE BEHAVIORAL HEALTH SYSTEMS PLLC,3430 NEWBURG RD STE 210,LOUISVILLE,KY,40218,JEFFERSON,,,,(502) 454-8800
KY22015932,"LOUISVILLE CONCIERGE MEDICINE, PLLC",10325 CHAMPION FARMS DRIVE,LOUISVILLE,KY,40241,JEFFERSON,,,,(502) 777-4657
18D0321784,LOUISVILLE DERMATOLOGY,1700 BLUEGRASS AVENUE #300,LOUISVILLE,KY,40215,JEFFERSON,,MARTIN,LOGSDON,(502) 363-1841
KY22006427,LOUISVILLE INJURY CLINICS,1036 SOUTH 4TH STREET,LOUISVILLE,KY,40203,JEFFERSON,,,,(502) 540-9924
KY22006435,LOUISVILLE INJURY CLINICS,4604 GREENWOOD ROAD,LOUISVILLE,KY,40258,JEFFERSON,,,,(502) 471-2390
KY22000490,LOUISVILLE INTERNAL MEDICINE PED,3101 BRECKENRIDGE LANE SUITE 4E,LOUISVILLE,KY,40220,JEFFERSON,,,,(502) 454-5252
KY22019451,LOUISVILLE METRO GOVERNMENT,400 S 1ST STREET,LOUISVILLE,KY,40202,JEFFERSON,,,,(502) 574-2273
KY22000094,LOUISVILLE ORTHOPAEDIC CLINIC PSC,"4130 DUTCHMAN LANE, 3RD FLOOR",LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 897-3995
18D0322202,LOUISVILLE PEDIATRIC SPECIALIST,6801 DIXIE HIGHWAY CARITAS MEDICAL,LOUISVILLE,KY,40258,JEFFERSON,,PAUL,DIEBOLD,(502) 935-7184
KY22016721,LOUISVILLE PHYSICAL MEDICIINE,3999 DUTCHMANS LANE SUITE 4C,LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 618-3606
KY22001238,LOUISVILLE PHYSICIANS FOR WOMEN,3950 KRESGE WAY STE 303,LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 897-2531
18D0953930,LOUISVILLE PULMONARY CARE,4003 KRESGE WAY SUITE 312,LOUISVILLE,KY,40207,JEFFERSON,,JOHN,LLOYD,(502) 899-7377
18D1042384,LOUISVILLE REPRODUCTIVE CENTER,4123 DUTCHMAN'S LANE SUITE 414,LOUISVILLE,KY,40207,JEFFERSON,,MARIA,BASTIAS,(502) 897-2144
KY22024570,LOURDES - BENTON LABORATORY SERVICES,83 WELLNESS WAY LANE,BENTON,KY,42025,MARSHALL,,,,(270) 444-2955
KY22016380,M A FITZPATRICK MD,"2407 RING ROAD, SUITE 104",ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 766-1902
KY22014023,M ANDREW DURANT OD PLLC,116 MINI MALL DRIVE,BEREA,KY,40403,MADISON,,,,(859) 985-0078
18D0686742,M J IQBAL MD,1230 WOODLAND DRIVE,ELIZABETHTOWN,KY,42701,HARDIN,,MOHAMMED,IQBAL,(270) 769-3631
KY22028392,M&M MEDICAL CLINICS LLC,240 MASONIC HOME DRIVE,MASONIC HOME,KY,40041,JEFFERSON,,,,(502) 550-7891
KY22022760,MACKEY VISION CENTER,281 NORTH COMMONWEALTH AVE,CORBIN,KY,40701,LAUREL,,,,(606) 528-1143
KY22024055,MACKEY VISION CENTER SOUTH,1230 CUMBERLAND FALLS HIGHWAY,CORBIN,KY,40701,LAUREL,,,,(606) 528-0138
18D0322849,"MADISON PEDIATRIC ASSOCIATES, PSC",793 EASTERN BYPASS SUITE 110,RICHMOND,KY,40475,MADISON,,CHRISTIE,LEWIS,(606) 624-2020
KY22028518,MADISON PIKE HEALTH CENTER,1045 EASTON DRIVE,FT WRIGHT,KY,41017,KENTON,,,,(720) 523-2550
KY22000304,MADISONVILLE DIALYSIS CENTER,255 EAST NORTH STREET,MADISONVILLE,KY,42431,HOPKINS,,,,(270) 821-7824
KY22003191,MAGDALENE KARON MD,"160 NORTH EAGLE CREEK DRIVE, SUITE 205",LEXINGTON,KY,40509,FAYETTE,,,,(859) 277-3135
KY22000297,"MAHENDRA C MARU, MD",DIALYSIS CENTER 1930 EST PARRISH AVENUE,OWENSBORO,KY,42303,DAVIESS,,,,(270) 689-1919
KY22000098,MAJMUNDAR GOPAL MD,11217 MAIN STREET,MARTIN,KY,41649,FLOYD,,,,(606) 886-1714
KY22029388,MAN O WAR URGENT CARE,4097 NICHOLS PARK DR SUITE 108,LEXINGTON,KY,40509,FAYETTE,,,,(859) 245-2273
KY22021496,MANCHESTER ONCOLOGY,515 MEMORIAL DRIVE,MANCHESTER,KY,40962,CLAY,,,,(606) 598-4530
KY22000573,MARIA CRISTINA ATIENZA MD PSC,110 ROY KIDD AVE,CORBIN,KY,40701,WHITLEY,,,,(606) 528-7400
KY22027961,MARK ABRAMOVICH MD,1000 GRANITE DRIVE SUITE 1,BARDSTOWN,KY,40004,NELSON,,,,(502) 331-6360
KY22012987,"MARK DETHERAGE, MD","617 23RD ST, STE 212",ASHLAND,KY,41101,BOYD,,,,(606) 325-8485
KY22003741,"MARK J LEE, DO","910 WALLACE AVENUE, SUITE 303",LEITCHFIELD,KY,42754,GRAYSON,,,,(270) 259-9415
KY22000015,MARK P CARUSO,"713 BROADWAY STREET, SUITE 203",PAINTSVILLE,KY,41240,JOHNSON,,,,(606) 789-4949
KY22004822,"MARK VERONNEAU, PLASTICS AND ENT",5322 KY ROUTE 321,PRESTONSBURG,KY,41653,FLOYD,,,,(815) 939-9544
KY22007949,MARSHALL COUNTY SURGICAL & MEDICAL GROUP,617 OLD SYMSONIA ROAD,BENTON,KY,42025,MARSHALL,,,,(270) 527-2411
KY22003192,MARY JANE LAGREW MD,1780 S NICHLOSVILLE RD STE 203,LEXINGTON,KY,40503,FAYETTE,,,,(606) 277-7949
KY22026310,"MASHONNA AUSTIN, GENERAL SURGERY OF SALYERSVILLE",787 PARKWAY DRIVE,SALYERSVILLE,KY,41465,MAGOFFIN,,,,(606) 889-3221
KY22013312,MAYFIELD PEDIATRIC CLINIC DBA MAYFIELD MEDICAL CTR,417 S 6TH STREET,MAYFIELD,KY,42066,GRAVES,,,,(270) 247-1104
KY22027508,MAYS DERMATOLOGY AND COSMETIC CENTER,241 SEARS AVENUE SUITE 103,LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 509-6822
KY22002102,MAYSVILLE INTERNAL MEDICINE,2009 OLD MAIN STREET,MAYSVILLE,KY,41056,MASON,,,,(606) 759-7615
KY22000235,MAYSVILLE OB GYN FAMILY HEALTH CENTER,927 KENTON STATION DRIVE,MAYSVILLE,KY,41056,MASON,,,,(606) 759-5331
KY22006946,MC CLEEREY FAMILY MEDICINE,3046 DOLPHIN DRIVE,ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 234-1010
KY22019572,MCCLELLAN & PATRICK EYE CARE,115 S 5TH STREET,BARDSTOWN,KY,40004,NELSON,,,,(502) 348-5125
KY22009847,MCCREARY PRIMARY CARE CENTER,65 CENTER AVENUE,WHITLEY CITY,KY,42653,MCCREARY,,STEVEN,THOMPSON,(606) 376-2224
18D1004701,MCKEE MEDICAL CLINIC,25 HIGHWAY 290,MC KEE,KY,40447,JACKSON,,DAVID,HAYS,(606) 287-5162
KY22002047,MCLEAN CLINIC LIVERMORE,215 HILL STREET,LIVERMORE,KY,42352,MCLEAN,,,,(270) 278-2531
KY22010646,MEADE COUNTY PEDIATRICS,1010 LAWRENCE STREET,BRANDENBURG,KY,40108,MEADE,,ROBERT,KUPPER,(270) 422-3400
KY22001958,MEADOWVIEW CANCER TREATMENT CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,41056,MASON,,,,(606) 759-4442
KY22018950,MEADOWVIEW GENERAL SURGERY,991 MEDICAL PARK DRIVE SUITE 201,MAYSVILLE,KY,41056,MASON,,,,(606) 759-9011
KY22029330,MEADOWVIEW INTERVENTIONAL PAIN MANAGEMENT CENTER,"991 MEDICAL PARK DRIVE, SUITE 301",MAYSVILLE,KY,41056,MASON,,,,(606) 759-2180
KY22018949,MEADOWVIEW UROLOGY ASSOCIATES,991 MEDICAL PARK DRIVE SUITE 201,MAYSVILLE,KY,41056,MASON,,,,(606) 759-9050
KY22000323,MEANS ADULT PRIMARY CARE CLINIC,148 SKYVIEW DRIVE,MOUNT STERLING,KY,40353,MONTGOMERY,,,,(859) 499-0717
KY22011606,MEANS ADULT PRIMARY CARE CLINIC PLLC,1145 W LEXINGTON AVENUE,WINCHESTER,KY,40391,CLARK,,,,(859) 744-0301
KY22026713,MED CENTER HEALTH NEUROLOGY,1221 ASHLEY CIRCLE,BOWLING GREEN,KY,42104,WARREN,,,,(270) 782-9424
KY22023772,MED CENTER HEALTH PRIMARY CARE,"825 SECOND AVE EAST, SUITE B3",BOWLING GREEN,KY,42101,WARREN,,,,(270) 901-0629
KY22021388,MED CENTER HEALTH SURGICAL SPECIALIST-ALBANY,250 BURKESVILLE ROAD,ALBANY,KY,42602,CLINTON,,,,(606) 387-3000
KY22029326,MED-LIFE-FIT,1107 CROWNPOINT SUITE 100,ELIZABETHTOWN,KY,42701,HARDIN,,,,(502) 276-4706
KY22021699,MED-LIFE-FIT MEDICAL AND LIFESTYLE MANAGEMENT,"10512 MEETING STREET, SUITE 101",PROSPECT,KY,40059,JEFFERSON,,,,(502) 276-4706
KY22001301,MEDICAL ASSOC OF SOUTHERN KENTUCKY,211 PROFESSIONAL PARK DRIVE,GLASGOW,KY,42141,BARREN,,,,(270) 659-9696
KY22000458,MEDICAL CENTER PRIMARY CARE FRANKLIN,1020 SOUTH MAIN STREET,FRANKLIN,KY,42134,SIMPSON,,,,(270) 586-5888
KY22023203,MEDICAL CENTER URGENTCARE,291 NEW TOWNE DRIVE,BOWLING GREEN,KY,42103,WARREN,,DARLA,HARRIS,(270) 745-1224
KY22011126,MEDICAL LASER CENTER,133 PLAZA DR,BEREA,KY,40403,MADISON,,,,(859) 986-1370
KY22001192,MEDICAL SPECIALISTS OF KENTUCKIANA PLL,1013 DUPONT CIRCLE SUITE A,LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 896-6166
KY22008287,"MEDICAL SPECIALISTS OF KENTUCKIANA, PLLC","2816 VEACH ROAD, SUITE 105",OWENSBORO,KY,42303,DAVIESS,,,,(502) 896-6166
KY22029185,MEDLOU,9700 PARK PLAZA AVE #105,LOUISVILLE,KY,40241,JEFFERSON,,,,(502) 938-7341
KY22000631,MEENA S PATEL,203 FAIRGROUNDS RD,HARDINSBURG,KY,40143,BRECKINRIDGE,,,,(270) 756-2171
KY22025154,"MELANIE A STORY, MD PLLC DBA GENESIS 1 HEALTH",175 SOUTH ENGLISH STATION RD STE 223,LOUISVILLE,KY,40245,JEFFERSON,,,,(502) 890-4242
KY22001326,MERCER MEDICAL ASSOCIATES,470 LINDEN AVE,HARRODSBURG,KY,40330,MERCER,,,,(859) 734-4307
KY22010046,MERCY - IRVINE PRIMARY CARE,1100 RICHMOND ROAD,IRVINE,KY,40336,ESTILL,,,,(606) 723-7771
KY22000006,MERCY CLINIC OF JACKSON,"1550 HIGHWAY 15 SOUTH, SUITE 80",JACKSON,KY,41339,BREATHITT,,AIDA,AGTARAP-RYNKOWSKI,(606) 693-0343
KY22026350,MERCY ENT,"225 MEDICAL CENTER DRIVE, STE 303",PADUCAH,KY,42003,MCCRACKEN,,,,(270) 444-4222
KY22001273,MERCY HEALTH - HEART AND VASCULAR INSTITUTE,1532 LONE OAK RD STE 415,PADUCAH,KY,42003,MCCRACKEN,,,,(270) 442-0103
KY22016021,MERCY HEALTH - POWELL COUNTY PRIMARY CARE,749 IRVINE ROAD,CLAY CITY,KY,40312,POWELL,,,,(606) 723-2115
18D0703564,MERCY HEALTH PADUCAH MEDICAL ONCOLOGY & HEMATOLOGY,225 MEDICAL CENTER DR SUITE 301,PADUCAH,KY,42003,MCCRACKEN,,WILLIAM,SKINNER,(270) 441-4343
KY22027283,MERCY HEALTH PHYSICIANS COLD SPRING,3955 ALEXANDRIA PIKE STE D,COLD SPRING,KY,41076,CAMPBELL,,,,(859) 441-2000
KY22027427,MERCY HEALTH PHYSICIANS KENTUCKY LLC,"225 MEDICAL CENTER DRIVE, SUITE 302",PADUCAH,KY,42003,MCCRACKEN,,,,(270) 415-3886
KY22011490,MERCY HEALTH PHYSICIANS KENTUCKY LLC,MERCY PRIMARY CARE - MARSHALL COUNTY,BENTON,KY,42025,MARSHALL,,,,(270) 527-8601
KY22027363,MERCY HEALTH PHYSICIANS KENTUCKY LLC,"225 MEDICAL CENTER DRIVE, SUITE 201",PADUCAH,KY,42003,MCCRACKEN,,,,(270) 444-4250
KY22011491,MERCY HEALTH PHYSICIANS KENTUCKY LLC,1532 LONE OAK ROAD SUITE 245,PADUCAH,KY,42003,MCCRACKEN,,,,(270) 538-5700
KY22015978,MERCY HEALTH PHYSICIANS KENTUCKY LLC,548 LONE OAK ROAD,PADUCAH,KY,42003,MCCRACKEN,,,,(270) 442-6161
KY22015937,MERCY HEALTH PHYSICIANS KENTUCKY LLC DBA,"225 MEDICAL CENTER DRIVE, SUITE 304",PADUCAH,KY,42003,MCCRACKEN,,,,(270) 538-5596
