"FACILTY
TYPE","FACILITY
ID",NAME,ADDRESS,CITY,STATE,ZIP,COUNTY,OWNER,TELEPHONE,ADM FIRST,ADM LAST,"LICENSE
EXPIRATION"
END STAGE RENAL DISEASE FACILITIES,300286,FRESENIUS KIDNEY CARE LOUISA,"23A STREET, SUITE A",LOUISA,KY,41230,LAWRENCE,BIO-MEDICAL APPLICATIONS OF KENTUCKY INC.,(606) 638-9373,DEBBIE,FRAZIER,3/31/20
END STAGE RENAL DISEASE FACILITIES,300270,"FRESENIUS KIDNEY CARE NORTH HARDIN, LLC",211 EAST LINCOLN TRAIL BOULEVARD,RADCLIFF,KY,40160,HARDIN,"FRESENIUS KIDNEY CARE NAK NORTH HARDIN, LLC",(270) 352-2555,MARK,ZANNI,8/31/20
END STAGE RENAL DISEASE FACILITIES,300288,FRESENIUS KIDNEY CARE PLEASURE RIDGE PARK,1715 GAGEL AVENUE,LOUISVILLE,KY,40216,JEFFERSON,"BIO-MEDICAL APPLICATIONS OF KENTUCKY, INC.",(502) 447-4148,MOLLY,SEBASTIAN,5/31/20
END STAGE RENAL DISEASE FACILITIES,300287,FRESENIUS KIDNEY CARE RED OAK,"1112 S MAIN STREET, SUITE 11",FRANKLIN,KY,42134,SIMPSON,"BIO-MEDICAL APPLICATIONS OF KENTUCKY, INC.",(270) 586-3236,CHRISTOPHER,DOBBS,7/31/20
END STAGE RENAL DISEASE FACILITIES,300285,FRESENIUS KIDNEY CARE STANFORD,29 FRONTIER BOULEVARD,STANFORD,KY,40484,LINCOLN,"FRESUNIUS MEDICAL CARE STANFORD, LLC",(606) 365-4004,TANA,BLACK,2/29/20
END STAGE RENAL DISEASE FACILITIES,300197,FRESENIUS MEDICAL CARE BOONE COUNTY,7205 DIXIE HIGHWAY,FLORENCE,KY,41042,BOONE,"FRESENIUS MEDICAL CARE BOONE COUNTY, LLC",(859) 525-1060,MARYROSE,MCGROARTY,5/31/20
END STAGE RENAL DISEASE FACILITIES,300032,FRESENIUS MEDICAL CARE BOWLING GREEN WARREN COUNTY,262 NATCHEZ TRACE AVENUE,BOWLING GREEN,KY,42103,WARREN,"BIO MEDICAL APPLICATIONS OF KENTUCKY, INC.",(270) 842-2154,CHRISTOPHER,DOBBS,6/30/20
END STAGE RENAL DISEASE FACILITIES,300223,FRESENIUS MEDICAL CARE CENTRAL ASHLAND,424 RIVER HILL DRIVE,ASHLAND,KY,41101,BOYD,"BIOMEDICAL APPLICATIONS OF KENTUCKY, INC.",(606) 329-0363,DEBBIE,FRAZIER,10/31/20
END STAGE RENAL DISEASE FACILITIES,300246,FRESENIUS MEDICAL CARE EDGEWOOD,210 THOMAS MOORE PARKWAY,EDGEWOOD,KY,41017,KENTON,"FRESENIUS MEDICAL CARE BOONE COUNTY, LLC",(859) 331-0167,MARRE,BARNETTE,10/31/20
END STAGE RENAL DISEASE FACILITIES,300095,FRESENIUS MEDICAL CARE GLASGOW,205 PROFESSIONAL PARK DRIVE,GLASGOW,KY,42141,BARREN,"BIO-MEDICAL APPLICATIONS OF KENTUCKY, INC.",(270) 651-7776,CHRISTOPHER,DOBBS,7/31/20
END STAGE RENAL DISEASE FACILITIES,300259,"FRESENIUS MEDICAL CARE HOPKINSVILLE, LLC",510 HERITAGE WAY,HOPKINSVILLE,KY,42240,CHRISTIAN,"FRESENIUS MEDICAL CARE HOPKINSVILLE, LLC",(270) 885-1281,MARK,ZANNI,6/30/20
END STAGE RENAL DISEASE FACILITIES,300206,FRESENIUS MEDICAL CARE LEBANON MARION COUNTY,"703 EAST MAIN STREET, SUITE 2",LEBANON,KY,40033,MARION,"FRESENIUS MEDICAL CARE NAK LEBANON, LLC",(270) 692-1558,MARK,ZANNI,2/29/20
END STAGE RENAL DISEASE FACILITIES,300198,FRESENIUS MEDICAL CARE MADISONVILLE,1020 WATERFALL COURT,MADISONVILLE,KY,42431,HOPKINS,"BIO-MEDICAL APPLICATIONS OF KENTUCKY, INC.",(270) 825-3792,ROBERT,JEAN,8/31/20
END STAGE RENAL DISEASE FACILITIES,300258,"FRESENIUS MEDICAL CARE NAK BEREA, LLC",509 RICHMOND ROAD NORTH,BEREA,KY,40403,MADISON,"FRESENIUS MEDICAL CARE NAK BEREA, LLC",(859) 985-8112,TANA,BLACK,1/31/20
END STAGE RENAL DISEASE FACILITIES,300188,"FRESENIUS MEDICAL CARE NAK FRANKFORT, LLC",608 CHAMBERLIN AVENUE,FRANKFORT,KY,40601,FRANKLIN,"FRESENIUS MEDICAL CARE NAK FRANKFORT, LLC",(502) 607-0731,TERRI,SHEEHAN,8/31/20
END STAGE RENAL DISEASE FACILITIES,300167,FRESENIUS MEDICAL CARE NALCO HOME PROGRAM,"3284 EAGLEVIEW LANE, STE120",LEXINGTON,KY,40509,FAYETTE,FRESENIUS MEDICAL CARE NORTH AMERICA,(859) 299-3379,JASON,SERAPHINE,8/31/20
END STAGE RENAL DISEASE FACILITIES,300195,FRESENIUS MEDICAL CARE NORTH EAST LOUISVILLE,3701 CHAMBERLAIN LANE,LOUISVILLE,KY,40241,JEFFERSON,"BMA OF KENTUCKY, INC.",(502) 327-1144,MOLLY,SEBASTIAN,3/31/20
END STAGE RENAL DISEASE FACILITIES,300174,FRESENIUS MEDICAL CARE OF BARDSTOWN,"317 KENTUCKY HOME SQUARE, STE #3",BARDSTOWN,KY,40004,NELSON,"FRESENIUS MEDICAL CARE NAK BARDSTOWN, LLC",(502) 348-3996,MARK,ZANNI,12/31/19
END STAGE RENAL DISEASE FACILITIES,300221,FRESENIUS MEDICAL CARE OF CAMPBELLSVILLE,107 MEDICAL PARK DRIVE,CAMPBELLSVILLE,KY,42718,TAYLOR,"FRESENIUS MEDICAL CARE NAK CAMPBELLSVILLE, LLC",(270) 469-0923,MARK,ZANNI,7/31/20
END STAGE RENAL DISEASE FACILITIES,300209,FRESENIUS MEDICAL CARE OF HARDIN COUNTY,"1324 WOODLAND DRIVE, SUITE B",ELIZABETHTOWN,KY,42701,HARDIN,"FRESENIUS MEDICAL CARE NAK ELIZABETHTOWN, LLC",(270) 763-0396,MARK,ZANNI,6/30/20
END STAGE RENAL DISEASE FACILITIES,300170,FRESENIUS MEDICAL CARE OF JACKSON,"1550 US HWY 15 SOUTH, SUITE 30",JACKSON,KY,41339,BREATHITT,"BIO-MEDICAL APPLICATIONS OF KENTUCKY, INC.",(606) 693-4770,TANA,BLACK,5/31/20
END STAGE RENAL DISEASE FACILITIES,300122,FRESENIUS MEDICAL CARE ROCKFORD LANE,9616 DIXIE HIGHWAY,LOUISVILLE,KY,40272,JEFFERSON,"BMA OF KENTUCKY, INC.",(502) 937-2996,MOLLY,SEBASTIAN,12/31/19
END STAGE RENAL DISEASE FACILITIES,300217,FRESENIUS MEDICAL CARE SHEPHERDSVILLE,421 ADAM SHEPHERD PARKWAY,SHEPHERDSVILLE,KY,40165,BULLITT,"FRESENIUS MEDICAL CARE NAK SHEPHERDSVILLE, LLC",(502) 921-0977,MARK,ZANNI,4/30/20
END STAGE RENAL DISEASE FACILITIES,300160,FRESENIUS MEDICAL CARE SOUTH CENTRAL LOUISVILLE,"8319 PRESTON HIGHWAY, SUITE C",LOUISVILLE,KY,40219,JEFFERSON,BMA OF KENTUCKY INC,(502) 968-2225,MOLLY,SEBASTIAN,9/30/20
END STAGE RENAL DISEASE FACILITIES,300091,FRESENIUS MEDICAL CARE SOUTH LOUISVILLE,1514 CRUMS LANE,LOUISVILLE,KY,40216,JEFFERSON,"BIO-MEDICAL APPLICATIONS OF KENTUCKY, INC.",(502) 361-1914,MOLLY,SEBASTIAN,2/29/20
END STAGE RENAL DISEASE FACILITIES,300213,FRESENIUS MEDICAL CARE-WINCHESTER,1145 WEST LEXINGTON AVENUE,WINCHESTER,KY,40391,CLARK,"BIO MEDICAL APPLICATIONS OF KENTUCKY, INC.",(859) 744-0750,KEITH,SHELTON,10/31/20
END STAGE RENAL DISEASE FACILITIES,300126,GARDENSIDE DIALYSIS,70 NORTH GARDEN MILE ROAD,HENDERSON,KY,42420,HENDERSON,"RENAL LIFE LINK, INC.",(270) 830-0050,AMIE,GIBSON,11/30/20
END STAGE RENAL DISEASE FACILITIES,300233,GENERAL BUTLER DIALYSIS,329 FLOYD DRIVE,CARROLLTON,KY,41008,CARROLL,"CADDO DIALYSIS, LLC",(502) 732-4713,ANGIE,HANDLON,3/31/20
END STAGE RENAL DISEASE FACILITIES,300193,GEORGETOWN DIALYSIS CLINIC,98 MARY LYNN DRIVE,GEORGETOWN,KY,40324,SCOTT,"NRA-GEORGETOWN, KENTUCKY, LLC",(502) 867-3855,KEITH,SHELTON,10/31/20
END STAGE RENAL DISEASE FACILITIES,300208,HAMBURG DIALYSIS,1745 ALYSHEBA WAY,LEXINGTON,KY,40509,FAYETTE,"TOTAL RENAL CARE, INC.",(859) 543-0084,DEIDRA,IRVIN,5/31/20
END STAGE RENAL DISEASE FACILITIES,300056,HOPKINSVILLE DIALYSIS,115 NORTH VIRGINIA STREET,HOPKINSVILLE,KY,42240,CHRISTIAN,"DVA RENAL HEALTHCARE, INC.",(270) 887-5622,SHAWN,WELLS,7/31/20
END STAGE RENAL DISEASE FACILITIES,300252,KENTUCKY HOME TRAINING,"2130 NICHOLASVILLE ROAD, SUITE #5",LEXINGTON,KY,40503,FAYETTE,"TOTAL RENAL CARE, INC.",(859) 277-9911,DEBBIE,MASSIE,4/30/20
END STAGE RENAL DISEASE FACILITIES,300157,KENTUCKY RENAL CARE GROUP LEXINGTON NORTH,1610 LEESTOWN ROAD,LEXINGTON,KY,40511,FAYETTE,"KENTUCKY RENAL CARE GROUP, LLC",(859) 254-0671,CRYSTAL,GOODWIN,5/31/20
END STAGE RENAL DISEASE FACILITIES,300148,KY RENAL CARE GROUP LEXINGTON EAST,"1101 WINCHESTER ROAD, SUITE 100",LEXINGTON,KY,40505,FAYETTE,"KENTUCKY RENAL CARE GROUP, LLC",(859) 225-4922,KEITH,SHELTON,8/31/20
END STAGE RENAL DISEASE FACILITIES,300169,LAGRANGE DIALYSIS,240 PARKER DRIVE,LA GRANGE,KY,40031,OLDHAM,"NEW BAY DIALYSIS, LLC",(502) 222-5527,ANGIE,HANDLON,5/31/20
END STAGE RENAL DISEASE FACILITIES,300171,LEITCHFIELD DIALYSIS,"912 WALLACE AVENUE, SUITE 106",LEITCHFIELD,KY,42754,GRAYSON,"RENAL LIFE LINK, INC.",(270) 230-0163,DAVID,AVIS,5/31/20
END STAGE RENAL DISEASE FACILITIES,300282,LOST RIVER DIALYSIS,737 DISHMAN LANE,BOWLING GREEN,KY,42101,WARREN,"TOTAL RENAL CARE, INC.",(270) 846-1054,TRAMELIA,SMITH,11/30/20
END STAGE RENAL DISEASE FACILITIES,300181,LOUISA DIALYSIS,2145 HIGHWAY 2565,LOUISA,KY,41230,LAWRENCE,"TOTAL RENAL CARE, INC.",(606) 638-3403,CASSIE,BRUMFIELD,8/31/20
END STAGE RENAL DISEASE FACILITIES,300166,LOUISVILLE DIALYSIS,8037 DIXIE HIGHWAY,LOUISVILLE,KY,40258,JEFFERSON,"NEW SPRINGS DIALYSIS, LLC",(502) 937-9111,ELIZABETH,ZEVOTEK,9/30/20
END STAGE RENAL DISEASE FACILITIES,300033,MADISONVILLE DIALYSIS CENTER,255 EAST NORTH STREET,MADISONVILLE,KY,42431,HOPKINS,"TOTAL RENAL CARE, INC.",(270) 821-7824,PENNY,SHELTON,9/30/20
END STAGE RENAL DISEASE FACILITIES,300191,MAYSVILLE DIALYSIS,489 TUCKER DRIVE,MAYSVILLE,KY,41056,MASON,"TOTAL RENAL CARE, INC.",(606) 759-0923,CHRISTINA,DOWNS,10/31/20
END STAGE RENAL DISEASE FACILITIES,300189,MEADOWS EAST DIALYSIS,2529 SIX MILE LANE,LOUISVILLE,KY,40220,JEFFERSON,"NEW BAY DIALYSIS, LLC",(502) 499-4384,STEPHANIE,MATHIS,4/30/20
END STAGE RENAL DISEASE FACILITIES,300129,OWENSBORO DIALYSIS CENTER,1930 EAST PARRISH AVENUE,OWENSBORO,KY,42303,DAVIESS,"RENAL TREATMENT CENTERS-ILLINOIS, INC.",(270) 926-0120,APRIL,CROSLEY,7/31/20
END STAGE RENAL DISEASE FACILITIES,300249,OWENSBORO HOME DIALYSIS,3250 KIDRON VALLEY WAY,OWENSBORO,KY,42301,DAVIESS,"MARTIN DIALYSIS, LLC",(270) 691-9605,STACY,BLACKBURN,2/29/20
END STAGE RENAL DISEASE FACILITIES,300138,PAINTSVILLE DIALYSIS CENTER,4750 KY ROUTE 321 SOUTH,HAGERHILL,KY,41222,JOHNSON,"TOTAL RENAL CARE, INC.",(606) 789-1101,HEATHER,BARKER,10/31/20
END STAGE RENAL DISEASE FACILITIES,300261,PORTLAND DIALYSIS,2118 PORTLAND AVENUE,LOUISVILLE,KY,40212,JEFFERSON,"LUFIELD DIALYSIS, LLC",(502) 776-4371,LINDSAY,KELTY,2/29/20
END STAGE RENAL DISEASE FACILITIES,300227,RADCLIFF DIALYSIS,180 EAST LINCOLN TRAIL BOULEVARD,RADCLIFF,KY,40160,HARDIN,"CENTRAL KENTUCKY DIALYSIS CENTERS, LLC",(270) 352-2252,TJ,HUDDLESTON,4/30/20
END STAGE RENAL DISEASE FACILITIES,300155,RAVEN ROCK DIALYSIS,483 GATEWAY INDUSTRIAL PARK,JENKINS,KY,41537,LETCHER,"TOTAL RENAL CARE, INC.",(606) 832-2070,REBECCA,FULLER,6/30/20
END STAGE RENAL DISEASE FACILITIES,300109,RCG KUTTAWA,95 LAKESHORE DRIVE,KUTTAWA,KY,42055,LYON,"NNA OF PADUCAH, LLC",(270) 388-0078,ROBERT,JEAN,5/31/20
END STAGE RENAL DISEASE FACILITIES,300130,RCG MAYFIELD,"1029 MEDICAL CIRCLE, SUITE 301",MAYFIELD,KY,42066,GRAVES,"NNA OF PADUCAH, LLC",(270) 247-7291,ROBERT,JEAN,8/31/20
END STAGE RENAL DISEASE FACILITIES,300106,RCG OF MURRAY,609 SOUTH 12TH STREET,MURRAY,KY,42071,CALLOWAY,"NNA OF PADUCAH, LLC",(270) 759-3080,ROBERT,JEAN,12/31/19
END STAGE RENAL DISEASE FACILITIES,300059,RCG PADUCAH,"1532 LONE OAK ROAD, SUITE G 15",PADUCAH,KY,42003,MCCRACKEN,"NNA OF PADUCAH, LLC",(270) 443-0217,ROBERT,JEAN,7/31/20
END STAGE RENAL DISEASE FACILITIES,300150,RCG PADUCAH SOUTH,1061 HUSBANDS ROAD,PADUCAH,KY,42003,MCCRACKEN,"NNA OF PADUCAH, LLC",(270) 442-5020,ROBERT,JEAN,10/31/20
END STAGE RENAL DISEASE FACILITIES,300146,RENAL CARE GROUP-LEXINGTON SOUTH,171 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40505,FAYETTE,"RCG UNIVERSITY DIVISIONS, INC",(859) 264-7775,KEITH,SHELTON,6/30/20
END STAGE RENAL DISEASE FACILITIES,300268,SHELBY COUNTY DIALYSIS,50 CHURCH VIEW STREET,SHELBYVILLE,KY,40065,SHELBY,"SAGUARO DIALYSIS, LLC",(502) 647-0127,CRYSTAL,HARGAN-DUFF,8/31/20
END STAGE RENAL DISEASE FACILITIES,300231,SHELBYVILLE ROAD DIALYSIS,"4600 SHELBYVILLE ROAD, SUITE 310",LOUISVILLE,KY,40207,JEFFERSON,"SUGARITE DIALYSIS, LLC",(502) 893-4791,ERIN,DUNCAN,9/30/20
END STAGE RENAL DISEASE FACILITIES,300210,SHEPHERDSVILLE DIALYSIS CENTER,"150 BROOKS WAY, SUITE 15",BROOKS,KY,40109,BULLITT,"VERDE DIALYSIS, LLC",(502) 955-2153,CELESTE,WHITE,8/31/20
END STAGE RENAL DISEASE FACILITIES,300121,SOUTH HILL DIALYSIS,"525 ALEXANDRIA PIKE, SUITE 120",SOUTHGATE,KY,41071,CAMPBELL,"DVA RENAL HEALTHCARE, INC.",(859) 442-5539,EMILY,GOSNEY,12/31/19
END STAGE RENAL DISEASE FACILITIES,300207,SOUTH WILLIAMSON DIALYSIS,204 APPALACHIAN PLAZA,SOUTH WILLIAMSON,KY,41503,PIKE,"TOTAL RENAL CARE, INC.",(606) 237-6221,SHARON,PREECE,3/31/20
END STAGE RENAL DISEASE FACILITIES,300173,SPRINGHURST DIALYSIS CENTER,10201 CHAMPION FARMS DRIVE,LOUISVILLE,KY,40241,JEFFERSON,"RENAL LIFE LINK, INC.",(502) 425-2131,SAMANTHA,SANKS,12/31/19
END STAGE RENAL DISEASE FACILITIES,300153,T J SAMSON KIDNEY CARE,310 N L ROGERS WELLS BOULEVARD,GLASGOW,KY,42141,BARREN,T J SAMSON COMMUNITY HOSPITAL,(270) 659-5580,SUNDOWN,CLARK,11/30/20
END STAGE RENAL DISEASE FACILITIES,300082,TAYLOR COUNTY DIALYSIS CENTER,1595 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,42718,TAYLOR,"TOTAL RENAL CARE, INC.",(270) 789-4100,JENNIFER,GABEHART,3/31/20
END STAGE RENAL DISEASE FACILITIES,300182,TURFWAY DIALYSIS,"11 SPIRAL DRIVE, SUITE 15",FLORENCE,KY,41042,BOONE,"RIVER VALLEY DIALYSIS, LLC",(859) 371-1263,ROBIN,KRUGER,1/31/20
END STAGE RENAL DISEASE FACILITIES,300187,TURFWAY PD TRAINING,"11 SPIRAL DRIVE, SUITE 15 A",FLORENCE,KY,41042,BOONE,"OHIO RIVER DIALYSIS, LLC",(859) 647-2802,DAWN,OWENS,8/31/20
END STAGE RENAL DISEASE FACILITIES,300115,UNIVERSITY KIDNEY CENTER 3RD STREET,635 SOUTH THIRD STREET,LOUISVILLE,KY,40202,JEFFERSON,"UNIVERSITY KIDNEY CENTER - LOUISVILLE, LLC",(502) 561-1314,ROBIN,BOARD,4/30/20
END STAGE RENAL DISEASE FACILITIES,300247,"UNIVERSITY KIDNEY CENTER BLUEGRASS, LLC","1935 BLUEGRASS AVENUE, SUITE 100",LOUISVILLE,KY,40215,JEFFERSON,"UNIVERSITY KIDNEY CENTER BLUEGRASS, LLC",(502) 368-5843,ZYGIMANTAS,ALSAUSKAS,12/31/19
END STAGE RENAL DISEASE FACILITIES,300248,"UNIVERSITY KIDNEY CENTER BROADWAY, LLC",2821 WEST BROADWAY,LOUISVILLE,KY,40211,JEFFERSON,"UNIVERSITY KIDNEY CENTER BROADWAY, LLC",(502) 774-8516,ANGIE,WARD,12/31/19
END STAGE RENAL DISEASE FACILITIES,300250,"UNIVERSITY KIDNEY CENTER HIKES LANE, LLC",2271 HIKES LANE,LOUISVILLE,KY,40218,JEFFERSON,"UNIVERSITY KIDNEY CENTER HIKES LANE, LLC",(502) 459-5786,NINA,VASAVADA,12/31/19
END STAGE RENAL DISEASE FACILITIES,300085,UNIVERSITY OF KENTUCKY HOSPITAL-CHANDLER MEDICAL C,800 ROSE STREET,LEXINGTON,KY,40536,FAYETTE,UNIVERSITY OF KENTUCKY HOSPITAL,(859) 323-6115,COLLEEN,SWARTZ,9/30/20
END STAGE RENAL DISEASE FACILITIES,300035,UNIVERSITY OF LOUISVILLE DIALYSIS CENTER,614 EAST CHESTNUT STREET,LOUISVILLE,KY,40202,JEFFERSON,"UNIVERSITY KIDNEY CENTER, LLC",(502) 589-5997,HEATHER,FEY,11/30/20
END STAGE RENAL DISEASE FACILITIES,300218,VERSAILLES DIALYSIS,"480 LEXINGTON ROAD, SUITE E",VERSAILLES,KY,40383,WOODFORD,"TOTAL RENAL CARE, INC.",(859) 256-0110,DEBBIE,BAKER,5/31/20
END STAGE RENAL DISEASE FACILITIES,300280,WALTON DIALYSIS,13250 SERVICE ROAD,WALTON,KY,41094,BOONE,HOOPER DIALYSIS,(859) 485-0321,EMILY,GOSNEY,4/30/20
END STAGE RENAL DISEASE FACILITIES,300183,WEST BROADWAY DIALYSIS,720 WEST BROADWAY,LOUISVILLE,KY,40202,JEFFERSON,"NEW BAY DIALYSIS, LLC",(502) 584-2059,STEPHANIE,STEWART,12/31/19
END STAGE RENAL DISEASE FACILITIES,300202,WILLIAMSTOWN DIALYSIS,"103 BARNES ROAD, SUITE A",WILLIAMSTOWN,KY,41097,GRANT,"BLUEGRASS DIALYSIS, LLC",(859) 823-0500,BARBARA,FROMMEYER,9/30/20
END STAGE RENAL DISEASE FACILITIES-LIC ONLY,300125,KENTUCKY STATE REFORMATORY,3001 WEST HIGHWAY 146,LAGRANGE,KY,40032,OLDHAM,DEPARTMENT OF CORRECTIONS,(502) 222-9441,CHRISTY,JOLLY,Pending Renewal
FREESTANDING OR MOBILE TECHNOLOGY,720062F,ALLIANCE HEALTHCARE SERVICES,4825 HIGHBEE AVE NW STE 201 ,CANTON,OH,44718,STARK,ALLIANCE HEALTHCARE SERVICES,(800) 544-2315,SCOTT,SIMS,11/30/19
FREESTANDING OR MOBILE TECHNOLOGY,720250F,"ALLIANCE HEALTHCARE SERVICES, INC","4825 HIGBEE AVENUE NW, STE 201",BELDEN VILLAGE MALL,OH,44718,STARK,ALLIANCE HEALTHCARE SERVICES,(502) 396-5088,SCOTT,SIMS,Pending Renewal
FREESTANDING OR MOBILE TECHNOLOGY,720207F,ALLIANCE IMAGING LLC,4825 HIGBEE AVE NW STE 201,CANTON,OH,44718,STARK,ALLIANCE IMAGING INC,(800) 544-2315,SCOTT,SIMS,2/28/20
FREESTANDING OR MOBILE TECHNOLOGY,720500,ARH MEDICAL MALL IMAGING CENTER,210 BLACK GOLD BLVD STE 101,HAZARD,KY,41701,PERRY,"HAZARD ARH IMAGING CENTER, LLC",(606) 436-0737,DAN,STONE,3/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720364F,ARH MOBILE CARDIACH CATHETERIZATION SERVICES,81 BALL PARK ROAD,HARLAN,KY,40831,HARLAN,"APPALACHIAN REGIONAL HEALTHCARE, INC",(606) 573-8100,DONNIE,FIELDS,12/31/19
FREESTANDING OR MOBILE TECHNOLOGY,720086F,ARH MOBILE MRI SERVICE,2260 EXECUTIVE DRIVE,LEXINGTON,KY,40505,FAYETTE,"APPALACHIA HEALTH SERVICES, LLC",(859) 226-2440,JOSEPH,GROSSMAN,1/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720454,ASHLAND BELLFONTE CANCER CENTER,122 SAINT CHRISTOPHER DRIVE,ASHLAND,KY,41101,BOYD,"RADIATION THERAPY SERVICES, PSC",(606) 836-0202,CHRIS,WAYNE,12/31/19
FREESTANDING OR MOBILE TECHNOLOGY,720485,BAPTIST HEALTH BODYSCAN A SERVICE OF BAPTIST HEALT,4003 KRESGE WAY,LOUISVILLE,KY,40207,JEFFERSON,BAPTIST HEALTHCARE SYSTEM,(502) 412-2725,PAM,COLBURN,Pending Renewal
FREESTANDING OR MOBILE TECHNOLOGY,720476,BAPTIST HEALTH EASTPOINT,2400 EASTPOINT PKWY,LOUISVILLE,KY,40223,JEFFERSON,BAPTIST HEALTH CARE SYSTEMS. INC.,(502) 210-4900,CHRISTINE,SWANSON,Pending Renewal
FREESTANDING OR MOBILE TECHNOLOGY,720488,BAPTIST HEALTH EASTPOINT MRI A SERVICE OF BAPTIST ,2400 EASTPOINT PARKWAY 1ST FLOOR,LOUISVILLE,KY,40223,JEFFERSON,BAPTIST HEALTHCARE SYSTEM,(502) 897-8286,PAM,COLBURN,Pending Renewal
FREESTANDING OR MOBILE TECHNOLOGY,720484,BAPTIST HEALTH IMAGING A SERVICE OF BAPTIST HEALTH,12010 SHELBYVILLE RD,LOUISVILLE,KY,40243,JEFFERSON,BAPTIST HEALTHCARE SYSTEM,(502) 897-8286,PAM,COLBURN,3/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720479,BLUEGRASS RADIATION ONCOLOGY CENTER,#2 PHYSICANS PARK DR,FRANKFORT,KY,40601,FRANKLIN,"21ST CENTURY ONCOLOGY OF KENTUCKY, LLC",(502) 223-3551,CHRISTI,MOFFETT,8/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720466,BLUEGRASS REGIONAL IMG LLC,701 BOB O'LINK DR,LEXINGTON,KY,40504,FAYETTE,ST JOSEPH HOSPITAL,(859) 313-1613,CHRISTOPHER,REED,Pending Renewal
FREESTANDING OR MOBILE TECHNOLOGY,720478,CANCER & BLOOD SPECIALISTS,1460 BLUEGRASS AVE,LOUISVILLE,KY,40215,JEFFERSON,"21ST CENTURY ONCOLOGY OF KENTUCKY, LLC",(502) 361-8496,CARRIE,DUNN,2/29/20
FREESTANDING OR MOBILE TECHNOLOGY,720509,CATERRA HEALTH SYSTEM,811 S 2ND STREET,LOUISVILLE,KY,40203,JEFFERSON,,(502) 409-4174,MARK,BARRETT,1/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720489,CENTER FOR ADVANCED IMAGING,2225 CENTRAL AVE,ASHLAND,KY,41101,BOYD,ASHLAND HOSPITAL CORPORATION,(606) 408-2705,JAMES,BOGGS,3/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720472,CHI SAINT JOSEPH HEALTH IMAGING,148 MOUNTIAN VIEW DR STE 1,LONDON,KY,40741,LAUREL,SAINT JOSEPH LONDON,(606) 330-6000,BRUCE,TASSIN,5/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720494,COMMONWEALTH CANCER CENTER,"520 TECHWOOD DRIVE N, SUITE 100",DANVILLE,KY,40422,BOYLE,"COMMONWEALTH CARE, INC.",(859) 938-9844,MARK,ALLEN,3/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720480,DANVILLE RADIATION THERAPY CENTER,520 TECHWOOD DR STE 200,DANVILLE,KY,40422,BOYLE,"21ST CENTURY ONCOLOGY OF KENTUCKY, LLC",(859) 236-9819,GREGORY,CARLSON,11/30/20
FREESTANDING OR MOBILE TECHNOLOGY,720461,EPHRAIM MCDOWELL DIAGNOSTIC CENTER,101 DANIEL DRIVE,DANVILLE,KY,40422,BOYLE,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,(859) 936-8220,DOUG,RUGGLES,1/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720486,EXPRESS MEDICAL IMAGING,192 LONDON SHOPPING CENTER,LONDON,KY,40741,LAUREL,SAINT JOSEPH LONDON,(606) 330-6000,BRUCE,TASSIN,5/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720456,FLAGET CANCER CENTER,4359 NEW SHEPHERDSVILLE RD ST 100,BARDSTOWN,KY,40004,NELSON,"FLAGET HEALTHCARE, INC.",(502) 350-5700,MAGGIE,SMITH,10/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720496,HIGH FIELD AND OPEN MRI,5227 DIXIE HIGHWAY,LOUISVILLE,KY,40216,JEFFERSON,"HEARTLAND DIAGNOSTICS, LLC",(502) 429-6500,CHRIS,ROADCAP,2/28/20
FREESTANDING OR MOBILE TECHNOLOGY,720497,HIGH FIELD AND OPEN MRI,7807 SHELBYVILLE ROAD,LOUISVILLE,KY,40222,JEFFERSON,"HEARTLAND DIAGNOSTICS, LLC",(502) 429-6500,CHRIS,ROADCAP,2/28/20
FREESTANDING OR MOBILE TECHNOLOGY,720468,HMH - BARDSTOWN DIAGNOSTIC CENTER,3615 EAST JOHN ROWAN BLVD,BARDSTOWN,KY,40004,NELSON,"HARDIN COUNTY, KY",(502) 350-3889,BERT,JONES,10/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720498,"HMH IMAGING, LLC",1210 KY HWY 36E ,CYNTHIANA,KY,41031,HARRISON,HARRISON MEMORIAL HOSPITAL,(859) 235-3503,SHEILA,CURRANS,3/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720469,HMH PET/CT SERVICE,521 ROBINBROOKE BLVD,E TOWN,KY,42701,HARDIN,"HARDIN COUNTY, KY",(270) 706-1535,BERT,JONES,Pending Renewal
