,address_x,agency,arrival_time_primary_unit,beat,closed_time_incident,community_council_neighborhood,create_time_incident,dispatch_time_primary_unit,disposition_text,district,event_number,incident_type_desc,incident_type_id,latitude_x,longitude_x,priority,priority_color
6819,29XX VINE ST,CPD,2017-10-03T12:18:36.000,P411,2017-10-03T12:22:04.000,CORRYVILLE,2017-10-03T10:32:43.000,2017-10-03T12:08:48.000,GOA: GOA,4,CPD171003000551,DRUG ACTIVITY,DRUG,39.1337640001195,-84.508301,7,YELLOW
6820,24XX MONTANA AV,CPD,,P331,2017-06-20T19:37:51.000,WESTWOOD,2017-06-20T19:01:47.000,,CAN:CANCEL,3,CPD170620001578,DRUG ACTIVITY,DRUG,39.1562714858956,-84.5755331963131,7,YELLOW
6821,W MCMICKEN AV / MOHAWK PL,CPD,,P121,2017-07-05T13:45:00.000,OTR,2017-07-05T13:44:04.000,,ADV:ADVISED,1,CPD170705001018,DRUG COMPLAINT REFERRAL,DRUGR,39.1208050000896,-84.523295,35,PURPLE
6822,14XX VINE ST,CPD,2017-08-07T14:50:04.000,P121,2017-08-07T14:50:08.000,OTR,2017-08-07T14:47:14.000,2017-08-07T14:50:04.000,GOA: GOA,1,CPD170807000946,DRUG ACTIVITY,DRUG,39.1108630001195,-84.515637,7,YELLOW
6823,29XX WARDALL AV,CPD,2017-08-30T15:07:06.000,P331,2017-08-30T15:14:13.000,WESTWOOD,2017-08-30T14:52:55.000,2017-08-30T14:59:25.000,GOA: GOA,3,CPD170830001004,DRUG ACTIVITY,DRUG,39.1575730001195,-84.598682,7,YELLOW
6824,CHASE AV / FERGUS ST,CPD,2017-06-24T20:53:30.000,P531,2017-06-24T20:57:48.000,NORTHSIDE,2017-06-24T20:38:54.000,2017-06-24T20:45:38.000,INV: INV,5,CPD170624001465,DRUG ACTIVITY,DRUG,39.1631640000896,-84.536124,7,YELLOW
6825,1XX W 9TH ST,CPD,2017-03-01T18:24:24.000,P011,2017-03-01T18:25:32.000,WEST END,2017-03-01T18:05:22.000,2017-03-01T18:15:20.000,GOA: GOA,1,CPD170301001573,,DRUG,39.1049272372881,-84.5170957906879,3,
6826,34XX WARSAW AV,CPD,2017-02-13T19:54:21.000,P321,2017-02-13T19:56:32.000,EAST PRICE HILL,2017-02-13T19:14:23.000,2017-02-13T19:15:50.000,GOA: GOA,3,CPD170213001423,,DRUG,39.1098154807493,-84.5654069899185,3,
6827,72XX VINE ST,CPD,,P461,2017-06-09T18:03:01.000,CARTHAGE,2017-06-09T17:37:54.000,,CAN:CANCEL,4,CPD170609001340,DRUG ACTIVITY,DRUG,39.1961548475654,-84.479849798741,7,YELLOW
6828,49XX CLEVES WARSAW PIKE,CPD,,P321,2017-07-19T09:33:56.000,WEST PRICE HILL,2017-07-19T09:33:56.000,,CAN:CANCEL,3,CPD170719000510,DRUG COMPLAINT REFERRAL,DRUGR,39.1190610001195,-84.602466,35,PURPLE
6829,N I71 AT EDEN PARK EX,CPD,,P421,2017-07-25T14:18:35.000,WALNUT HILLS,2017-07-25T14:18:34.000,,CAN:CANCEL,4,CPD170725001040,DRUG COMPLAINT REFERRAL,DRUGR,39.1134520001195,-84.500259,35,PURPLE
6830,22XX SALVADOR ST,CPD,,P241,2017-10-10T21:28:48.000,MOUNT WASHINGTON,2017-10-10T21:28:48.000,,CAN:CANCEL,2,CPD171010002253,DRUG COMPLAINT REFERRAL,DRUGR,39.0952980001196,-84.384416,35,PURPLE
6831,9XX BURTON AV,CPD,,P441,2017-11-08T13:59:01.000,AVONDALE - NORTH AVONDALE,2017-11-08T12:02:16.000,,HBO: HANDLED BY OTHER AGENCY,4,CPD171108000701,DRUG ACTIVITY,DRUG,39.1504150001195,-84.483719,7,YELLOW
6832,30XX WARSAW AV,CPD,,P321,2017-11-01T07:11:40.000,EAST PRICE HILL,2017-11-01T07:00:54.000,2017-11-01T07:05:44.000,GOA: GOA,3,CPD171101000276,,HEROINP-COMBINED,39.1099590001195,-84.56249,2,
6833,6XX SEDAM ST,CPD,,P313,2017-03-01T15:10:38.000,SEDAMSVILLE,2017-03-01T15:10:38.000,,CAN:CANCEL,3,CPD170301001234,,DRUGR,39.0898904574643,-84.5688102871327,6,
6834,6XX CLEMMER AV,CPD,,P511,2017-08-15T11:28:12.000,CUF,2017-08-15T11:28:12.000,,CAN:CANCEL,5,CPD170815000728,DRUG COMPLAINT REFERRAL,DRUGR,39.1293870001195,-84.527805,35,PURPLE
6835,83XX CURZON AV,CPD,2017-07-13T12:43:15.000,P461,2017-07-13T13:55:05.000,HARTWELL,2017-07-13T12:34:04.000,2017-07-13T12:35:05.000,AST: ASSIST,4,CPD170713000684,,HEROINP-COMBINED,39.2129630001193,-84.465826,2,
6836,SUMMIT RD / GREENLAND PL,CPD,2017-04-24T14:21:33.000,P451,2017-04-24T14:27:13.000,ROSELAWN,2017-04-24T12:23:33.000,2017-04-24T14:14:22.000,NV:NO VIOLATION,4,CPD170424000639,,DRUG,39.2018530000896,-84.459422,3,
6837,28XX LEHMAN RD,CPD,2017-09-28T17:05:46.000,P321,2017-09-28T17:31:47.000,EAST PRICE HILL,2017-09-28T16:02:32.000,2017-09-28T16:05:58.000,ARR: ARREST,3,CPD170928001113,DRUG ACTIVITY,DRUG,39.1156390001195,-84.557423,7,YELLOW
6838,16XX HARRISON AV,CPD,2017-06-26T02:02:05.000,P341,2017-06-26T04:09:12.000,SOUTH FAIRMOUNT,2017-06-26T01:45:43.000,2017-06-26T01:58:39.000,ARR: ARREST,3,CPD170626000094,DRUG ACTIVITY,DRUG,39.1262032441855,-84.5495627325461,7,YELLOW
6839,17XX CASEY DR,CPD,2017-07-16T19:39:09.000,P531,2017-07-16T19:45:37.000,NORTHSIDE,2017-07-16T19:23:34.000,2017-07-16T19:39:09.000,GOA: GOA,5,CPD170716001295,DRUG ACTIVITY,DRUG,39.1780690001195,-84.546876,7,YELLOW
6840,XX KIBBY LN,CPD,2017-04-18T22:21:03.000,P313,2017-04-18T22:25:46.000,SAYLER PARK,2017-04-18T21:07:35.000,2017-04-18T21:15:39.000,INV: INV,3,CPD170418001930,,DRUG,39.1302919428942,-84.7065610885669,3,
6841,W 12TH ST/RACE ST,CP,2017-01-14T22:10:02.000,P123,2017-01-14T22:26:30.000,N/A,2017-01-14T22:02:50.000,2017-01-14T22:06:09.000,GONE ON ARRIVAL,,LCP170114001227,INV DRUG COMPLAINT,DRUG,,,3,
6842,17XX SUTTON AV,CPD,2017-12-25T15:54:33.000,P241,2017-12-25T18:12:09.000,MOUNT WASHINGTON,2017-12-25T15:45:39.000,2017-12-25T15:47:37.000,ARR: ARREST,2,CPD171225000529,DRUG ACTIVITY,DRUG,39.0858350001196,-84.389068,7,YELLOW
6843,W 12TH ST / RACE ST,CPD,2017-12-19T02:45:05.000,P121,2017-12-19T02:46:22.000,OTR,2017-12-19T02:13:00.000,2017-12-19T02:43:13.000,NV:NO VIOLATION,1,CPD171219000133,DRUG ACTIVITY,DRUG,39.1081410001195,-84.516279,7,YELLOW
6844,71XX READING RD,CPD,,P451,2017-02-03T21:39:57.000,ROSELAWN,2017-02-03T21:33:24.000,2017-02-03T21:34:33.000,CAN:CANCEL,4,CPD170203001582,,HEROINP-COMBINED,39.1898457214683,-84.4621150184993,2,
6845,27XX LAFEUILLE CIR,CPD,2017-06-30T12:02:53.000,P331,2017-06-30T12:04:32.000,WESTWOOD,2017-06-30T11:52:50.000,2017-06-30T11:56:00.000,GOA: GOA,3,CPD170630000693,,HEROINP-COMBINED,39.1343901163993,-84.5892342853009,2,
6846,18XX CATALINA AV,CPD,2017-04-03T18:29:47.000,P451,2017-04-03T18:34:16.000,BOND HILL,2017-04-03T18:20:56.000,2017-04-03T18:22:47.000,GOA: GOA,4,CPD170403001400,,DRUG,39.1713680001195,-84.46497,3,
6847,1XX W MCMICKEN AV,CPD,2017-08-01T09:13:33.000,P121,2017-08-01T09:38:43.000,OTR,2017-08-01T09:11:09.000,2017-08-01T09:12:17.000,534: CONTACT CARD,1,CPD170801000482,DRUG ACTIVITY,DRUG,39.1188620001195,-84.518703,7,YELLOW
6848,GILMAN AV / ALBION PL,CPD,2017-06-06T12:46:24.000,P411,2017-06-06T12:47:46.000,MOUNT AUBURN,2017-06-06T12:15:25.000,2017-06-06T12:36:06.000,GOA: GOA,4,CPD170606000780,DRUG ACTIVITY,DRUG,39.1222280000896,-84.505,7,YELLOW
6849,1XX RICHARDSON PL,CPD,2017-03-21T08:42:21.000,P313,2017-03-21T09:28:32.000,SAYLER PARK,2017-03-21T08:31:56.000,2017-03-21T08:34:19.000,534: CONTACT CARD,3,CPD170321000389,,DRUG,39.1077341162693,-84.6851904240469,3,
6850,36XX SCHWARTZE AV,CPD,2017-06-26T16:29:07.000,P331,2017-06-26T16:51:18.000,WESTWOOD,2017-06-26T16:17:46.000,2017-06-26T16:19:25.000,AST: ASSIST,3,CPD170626001071,,HEROINP-COMBINED,39.1467997312519,-84.6200817406454,2,
6851,38XX STANDISH AV,CPD,2017-08-20T15:58:00.000,P231,2017-08-20T16:01:48.000,KENNEDY HEIGHTS,2017-08-20T15:46:38.000,2017-08-20T15:48:30.000,GOA: GOA,2,CPD170820001110,DRUG ACTIVITY,DRUG,39.1843490001195,-84.406546,7,YELLOW
6852,ELIZABETH ST / LINN ST,CPD,2017-08-28T16:02:04.000,P131,2017-08-28T16:06:27.000,WEST END,2017-08-28T15:57:27.000,2017-08-28T15:58:43.000,GOA: GOA,1,CPD170828001048,DRUG ACTIVITY,DRUG,39.1074150001195,-84.527254,7,YELLOW
6853,32XX HARRISON AV,CPD,2017-10-05T18:53:14.000,P331,2017-10-05T18:55:03.000,WESTWOOD,2017-10-05T18:51:08.000,2017-10-05T18:52:37.000,GOA: GOA,3,CPD171005001507,DRUG ACTIVITY,DRUG,39.1551290001195,-84.602835,7,YELLOW
6854,10XX CHAPEL ST,CPD,,P421,2017-02-18T07:20:12.000,WALNUT HILLS,2017-02-18T07:20:12.000,,ADV:ADVISED,4,CPD170218000353,,DRUGR,39.1304035960761,-84.4873435454497,6,
6855,41XX FLOWER AV,CPD,2017-02-22T11:07:34.000,P321,2017-02-22T11:43:13.000,WEST PRICE HILL,2017-02-22T10:52:15.000,2017-02-22T10:58:17.000,INV: INV,3,CPD170222000588,,HEROINP-COMBINED,39.1054160132798,-84.5881755330192,2,
6856,31XX SPRING GROVE AV,CPD,2017-11-09T12:03:32.000,P521,2017-11-09T12:34:25.000,CAMP WASHINGTON,2017-11-09T11:57:54.000,2017-11-09T12:01:22.000,ADV:ADVISED,5,CPD171109000666,DRUG ACTIVITY,DRUG,39.1390760001194,-84.541465,7,YELLOW
6857,MADISON RD / STEWART AV,CPD,,P231,2017-11-17T18:53:55.000,MADISONVILLE,2017-11-17T18:53:54.000,,"315: FALSE ALARM REPORT,CAN:CA",2,CPD171117001437,DRUG COMPLAINT REFERRAL,DRUGR,39.1610080001195,-84.398132,35,PURPLE
6858,X GARFIELD PL,CPD,2017-05-18T13:46:31.000,P011,2017-05-18T14:00:01.000,DOWNTOWN,2017-05-18T13:25:23.000,2017-05-18T13:30:07.000,INV: INV,1,CPD170518000894,,DRUG,39.1035225341516,-84.5135117118443,3,
6859,65XX PLAINFIELD RD,CPD,2017-09-22T20:38:19.000,P231,2017-09-22T20:47:31.000,KENNEDY HEIGHTS,2017-09-22T19:59:55.000,2017-09-22T20:25:39.000,NTR: NOTHING TO REPORT,2,CPD170922001695,DRUG ACTIVITY,DRUG,39.1877060001195,-84.400695,7,YELLOW
6860,11XX RACE ST,CPD,2017-10-21T08:45:50.000,P121,2017-10-21T09:13:15.000,OTR,2017-10-21T08:41:11.000,2017-10-21T08:42:42.000,534: CONTACT CARD,1,CPD171021000416,DRUG ACTIVITY,DRUG,39.1082470001196,-84.516826,7,YELLOW
6861,20XX VINE ST,CPD,,P511,2017-05-13T08:52:22.000,MOUNT AUBURN,2017-05-13T08:14:00.000,,CAN:CANCEL,5,CPD170513000392,,DRUG,39.118927543298,-84.517364598316,3,
6862,12XX WILLIAM H TAFT RD,CPD,2017-05-07T18:35:29.000,P211,2017-05-07T18:38:59.000,EAST WALNUT HILLS,2017-05-07T18:13:47.000,2017-05-07T18:15:20.000,INV: INV,2,CPD170507001136,,DRUG,39.1274486871732,-84.4831333562495,3,
6863,1XX W MEHRING WY,CPD,2017-03-15T19:33:33.000,P011,2017-03-15T22:52:54.000,DOWNTOWN,2017-03-15T19:25:53.000,2017-03-15T19:27:08.000,TRAN: TRANSPORT,1,CPD170315001338,,HEROINP-COMBINED,39.0943250001196,-84.513017,2,
6864,16XX WESTMORELAND AV,CPD,,P531,2017-06-02T15:21:11.000,NORTHSIDE,2017-06-02T15:21:11.000,,CAN:CANCEL,5,CPD170602001179,DRUG COMPLAINT REFERRAL,DRUGR,39.1670649725224,-84.5425348983929,35,PURPLE
6865,READING RD / KINSEY AV,CPD,2017-07-27T15:40:46.000,P411,2017-07-27T15:47:59.000,MOUNT AUBURN,2017-07-27T15:38:03.000,2017-07-27T15:38:50.000,INV: INV,4,CPD170727001172,,HEROINP-COMBINED,39.1248610001195,-84.501767,2,
6866,11XX VINE ST,CPD,2017-03-23T15:56:03.000,P121,2017-03-23T16:08:21.000,OTR,2017-03-23T15:49:34.000,2017-03-23T15:50:44.000,HBF: HANDLED BY FIRE,1,CPD170323001050,,HEROINP-COMBINED,39.1072463452219,-84.5149499774933,2,
6867,BRAMBLE AV / WHETSEL AV,CPD,2017-02-19T13:38:48.000,P231,2017-02-19T14:37:32.000,MADISONVILLE,2017-02-19T13:12:42.000,2017-02-19T13:29:25.000,AST: ASSIST,2,CPD170219000722,,DRUG,39.1512610000896,-84.39307,3,
6868,75XX READING RD,CPD,,P451,2017-05-01T09:05:29.000,ROSELAWN,2017-05-01T09:05:29.000,,ADV:ADVISED,4,CPD170501000409,,DRUGR,39.1983598127968,-84.4570394619362,6,
6869,34XX BASSETT RD,CPD,,P321,2017-01-31T14:45:09.000,EAST PRICE HILL,2017-01-31T14:45:09.000,,CAN:CANCEL,3,CPD170131000801,,DRUGR,39.1000700001195,-84.568618,6,
6870,16XX CALIFORNIA AV,CPD,,P451,2017-10-23T13:49:40.000,BOND HILL,2017-10-23T13:49:39.000,,CAN:CANCEL,4,CPD171023000804,DRUG COMPLAINT REFERRAL,DRUGR,39.1757610001195,-84.468399,35,PURPLE
6871,43XX BEECH HILL AV,CPD,,P531,2017-06-04T00:39:04.000,NORTHSIDE,2017-06-04T00:39:04.000,,ADV:ADVISED,5,CPD170604000074,DRUG COMPLAINT REFERRAL,DRUGR,39.1683930495254,-84.5356784475158,35,PURPLE
6872,7XX DELHI AV,CPD,,P313,2017-08-24T15:53:42.000,SEDAMSVILLE,2017-08-24T15:53:37.000,,ADV:ADVISED,3,CPD170824001194,DRUG COMPLAINT REFERRAL,DRUGR,39.0922410001196,-84.571299,35,PURPLE
6873,7XX WELLS ST,CPD,2017-09-24T11:20:07.000,P321,2017-09-24T11:40:51.000,EAST PRICE HILL,2017-09-24T11:12:32.000,2017-09-24T11:13:37.000,HBF: HANDLED BY FIRE,3,CPD170924000551,,HEROINP-COMBINED,39.1049730001196,-84.571254,2,
6874,GRACELY DR / ELCO ST,CPD,,P313,2017-06-18T18:44:11.000,SAYLER PARK,2017-06-18T18:17:24.000,,DUP: DUPLICATE,3,CPD170618001213,DRUG ACTIVITY,DRUG,39.1153400000896,-84.694468,7,YELLOW
6875,1XX W ELDER ST,CPD,2017-04-22T14:16:23.000,P121,2017-04-22T14:21:34.000,OTR,2017-04-22T14:10:28.000,2017-04-22T14:15:02.000,GOA: GOA,1,CPD170422000768,,DRUG,39.1141044818589,-84.5194527889416,3,
6876,ATWOOD AV / KENNETH AV,CPD,2017-10-22T21:09:18.000,P541,2017-10-22T21:23:47.000,COLLEGE HILL,2017-10-22T21:01:04.000,2017-10-22T21:04:16.000,INV: INV,5,CPD171022001324,DRUG ACTIVITY,DRUG,39.1984450001194,-84.540388,7,YELLOW
6877,30XX WESTWOOD NORTHERN BLVD,CPD,,P331,2017-02-02T15:08:23.000,WESTWOOD,2017-02-02T15:08:23.000,,CAN:CANCEL,3,CPD170202000928,,DRUGR,39.1584254775789,-84.5965874726928,6,
6878,26XX READING RD,CPD,2017-10-04T16:12:38.000,P431,2017-10-04T16:49:59.000,AVONDALE,2017-10-04T16:09:12.000,2017-10-04T16:10:02.000,ARR: ARREST,4,CPD171004001281,,HEROINP-COMBINED,39.1282790001195,-84.498734,2,
6879,54XX GLENWAY AV,CPD,2017-07-30T19:30:19.000,P331,2017-07-30T19:30:35.000,WESTWOOD,2017-07-30T19:25:01.000,2017-07-30T19:25:43.000,NSA: NO SUCH ADDRESS,3,CPD170730001441,DRUG ACTIVITY,DRUG,39.1302890001195,-84.607581,7,YELLOW
6880,4XX E MARTIN LUTHER KING JR DR,CPD,2017-11-12T11:59:07.000,P431,2017-11-12T12:49:26.000,AVONDALE,2017-11-12T11:53:42.000,2017-11-12T11:54:31.000,AST: ASSIST,4,CPD171112000599,,HEROINP-COMBINED,39.1342940001195,-84.499861,2,
6881,58XX GLENWAY AV,CPD,2017-10-01T17:17:07.000,P331,2017-10-01T17:18:28.000,WESTWOOD,2017-10-01T16:19:39.000,2017-10-01T17:10:36.000,GOA: GOA,3,CPD171001001092,DRUG ACTIVITY,DRUG,39.1374980001195,-84.614993,7,YELLOW
6882,W 70TH ST / VINE ST,CPD,2017-04-16T16:58:26.000,P461,2017-04-16T16:58:34.000,CARTHAGE,2017-04-16T16:50:22.000,2017-04-16T16:52:58.000,GOA: GOA,4,CPD170416001008,,DRUG,39.1930240000896,-84.481848,3,
6883,16XX QUEEN CITY AV,CPD,2017-04-26T19:03:12.000,P341,2017-04-26T19:05:45.000,SOUTH FAIRMOUNT,2017-04-26T18:46:34.000,2017-04-26T18:55:36.000,GOA: GOA,3,CPD170426001674,,DRUG,39.126738666869,-84.5508829849451,3,
6884,11XX RACE ST,CPD,2017-10-25T22:56:58.000,P121,2017-10-25T22:59:15.000,OTR,2017-10-25T22:51:04.000,2017-10-25T22:53:56.000,GOA: GOA,1,CPD171025001740,DRUG ACTIVITY,DRUG,39.1085920001195,-84.515288,7,YELLOW
6885,35XX READING RD,CPD,2017-11-03T13:24:09.000,P431,2017-11-03T16:29:32.000,AVONDALE,2017-11-03T13:21:49.000,2017-11-03T13:22:43.000,NOT NOT A DISPOSITION,4,CPD171103000888,,HEROINP-COMBINED,39.1441930001195,-84.490729,2,
6886,31XX VANDERCAR WY,CPD,2017-02-07T23:45:07.000,P222,2017-02-08T02:28:28.000,OAKLEY,2017-02-07T23:38:06.000,2017-02-07T23:40:19.000,ARR: ARREST,2,CPD170207001689,,HEROINP-COMBINED,39.1581386584404,-84.4297235423032,2,
6887,24XX MAPLEWOOD AV,CPD,2017-02-26T09:37:39.000,P411,2017-02-26T09:41:10.000,MOUNT AUBURN,2017-02-26T09:32:57.000,2017-02-26T09:34:25.000,GOA: GOA,4,CPD170226000413,,DRUG,39.126889850476,-84.5054079448598,3,
6888,42XX PLAINVILLE RD,CPD,2017-08-29T20:41:29.000,P231,2017-08-29T20:42:52.000,MADISONVILLE,2017-08-29T20:27:37.000,2017-08-29T20:29:22.000,GOA: GOA,2,CPD170829001735,DRUG ACTIVITY,DRUG,39.1495060001195,-84.38108,7,YELLOW
6889,58XX BRAMBLE AV,CPD,2017-06-16T23:30:55.000,P231,2017-06-16T23:34:14.000,MADISONVILLE,2017-06-16T23:22:28.000,2017-06-16T23:27:37.000,GOA: GOA,2,CPD170616002274,DRUG ACTIVITY,DRUG,39.1522410001195,-84.396346,7,YELLOW
6890,80XX WOODBINE AV,CPD,,P461,2017-10-12T16:14:24.000,HARTWELL,2017-10-12T16:14:24.000,,ADV:ADVISED,4,CPD171012001373,DRUG COMPLAINT REFERRAL,DRUGR,39.2059980001195,-84.469695,35,PURPLE
6891,1XX W MCMILLAN ST,CPD,2017-01-31T07:12:56.000,P511,2017-01-31T07:30:12.000,CUF - HEIGHTS,2017-01-31T07:01:53.000,2017-01-31T07:03:19.000,SOW: SENT ON WAY,5,CPD170131000213,,DRUG,39.1269318083937,-84.5182818675998,3,
6892,31XX GILBERT AV,CPD,2017-04-27T18:30:05.000,P211,2017-04-27T19:30:08.000,EVANSTON,2017-04-27T18:21:09.000,2017-04-27T18:21:39.000,ARR: ARREST,2,CPD170427001528,,HEROINP-COMBINED,39.1378990235925,-84.4806726598518,2,
6893,BURR OAK ST / CHICKERING AV,CPD,,P531,2017-06-09T12:09:58.000,SPRING GROVE VILLAGE,2017-06-09T12:09:58.000,,CAN:CANCEL,5,CPD170609000762,DRUG COMPLAINT REFERRAL,DRUGR,39.1758650000896,-84.51177,35,PURPLE
6894,33XX GLENMORE AV,CPD,2017-08-29T11:49:22.000,P331,2017-08-29T12:35:48.000,WESTWOOD,2017-08-29T11:36:40.000,2017-08-29T11:37:08.000,ARR: ARREST,3,CPD170829000675,,HEROINP-COMBINED,39.1494340001195,-84.613405,2,
6895,30XX WESTWOOD NORTHERN BLVD,CPD,2017-08-23T07:14:39.000,P331,2017-08-23T07:25:07.000,WESTWOOD,2017-08-23T06:34:29.000,2017-08-23T06:37:57.000,INV: INV,3,CPD170823000268,DRUG ACTIVITY,DRUG,39.1592940001195,-84.598078,7,YELLOW
6896,8XX KREIS LN,CPD,,P321,2017-05-19T12:02:27.000,WEST PRICE HILL,2017-05-19T12:02:27.000,,CAN:CANCEL,3,CPD170519000755,,DRUGR,39.1070926649499,-84.5889364775887,6,
6897,12XX JACKSON ST,CPD,2017-12-21T14:13:58.000,P121,2017-12-21T19:08:23.000,OTR,2017-12-21T14:07:42.000,2017-12-21T14:08:15.000,ARR: ARREST,1,CPD171221000811,DRUG ACTIVITY,DRUG,39.1085310001195,-84.514634,7,YELLOW
6898,100-19X LEVI AL,CPD,2017-06-10T21:48:52.000,P121,2017-06-10T22:24:38.000,OTR,2017-06-10T21:43:29.000,2017-06-10T21:44:52.000,317:GENERAL CONDITIONS RPT,1,CPD170610001653,,HEROINP-COMBINED,39.1147830001195,-84.517583,2,
6899,34XX PRICE AV,CPD,,P321,2017-06-15T13:04:58.000,EAST PRICE HILL,2017-06-15T13:04:39.000,,CAN:CANCEL,3,CPD170615000799,DRUG COMPLAINT REFERRAL,DRUGR,39.1084095844988,-84.5678829402873,35,PURPLE
6900,16XX THOMPSON HEIGHTS AV,CPD,,P531,2017-12-31T02:40:06.000,NORTHSIDE,2017-12-31T02:40:06.000,,CAN:CANCEL,5,CPD171231000149,DRUG COMPLAINT REFERRAL,DRUGR,39.1711010001195,-84.540167,35,PURPLE
6901,32XX MIDWAY AV,CPD,2017-10-11T16:31:39.000,P331,2017-10-11T17:17:38.000,WESTWOOD,2017-10-11T16:17:16.000,2017-10-11T16:26:39.000,INV: INV,3,CPD171011001276,DRUG ACTIVITY,DRUG,39.1356160001195,-84.607053,7,YELLOW
6902,80XX WOODBINE AV,CPD,,P461,2017-10-16T16:57:16.000,HARTWELL,2017-10-16T16:57:16.000,,ADV:ADVISED,4,CPD171016001198,DRUG COMPLAINT REFERRAL,DRUGR,39.2065580001195,-84.470895,35,PURPLE
6903,17XX GELLENBECK ST,CPD,,P321,2017-06-04T15:28:41.000,WEST PRICE HILL,2017-06-04T14:27:58.000,,CAN:CANCEL,3,CPD170604000901,DRUG ACTIVITY,DRUG,39.1204389229108,-84.5817915643016,7,YELLOW
6904,3XX TERRACE AV,CPD,,P521,2017-08-12T16:07:42.000,CLIFTON,2017-08-12T16:07:42.000,,CAN:CANCEL,5,CPD170812001013,DRUG COMPLAINT REFERRAL,DRUGR,39.1416210001195,-84.522544,35,PURPLE
6905,17XX W NORTH BEND RD,CPD,,P541,2017-05-10T13:39:12.000,COLLEGE HILL,2017-05-10T13:39:12.000,,ADV:ADVISED,5,CPD170510000841,,DRUGR,39.2039391249731,-84.5511754520014,6,
6906,8XX CONSIDINE AV,CPD,2017-04-27T01:49:39.000,P321,2017-04-27T02:07:03.000,EAST PRICE HILL,2017-04-27T01:44:01.000,2017-04-27T01:46:36.000,GOA: GOA,3,CPD170427000103,,HEROINP-COMBINED,39.1059423237802,-84.5632228176134,2,
6907,10XX ROSEMONT AV,CPD,2017-03-07T22:55:15.000,P321,2017-03-08T00:54:29.000,WEST PRICE HILL,2017-03-07T22:49:49.000,2017-03-07T22:51:02.000,ARR: ARREST,3,CPD170307001748,,HEROINP-COMBINED,39.1118094523964,-84.5830202007324,2,
6908,XX E 70TH ST,CPD,2017-05-27T19:38:26.000,P461,2017-05-27T19:49:54.000,CARTHAGE,2017-05-27T19:31:40.000,2017-05-27T19:38:26.000,INV: INV,4,CPD170527001465,,DRUG,39.1933323398522,-84.4810715370991,3,
6909,30XX THERESA ST,CPD,2017-03-30T17:10:54.000,P321,2017-03-30T17:22:09.000,EAST PRICE HILL,2017-03-30T16:49:43.000,2017-03-30T17:06:46.000,GOA: GOA,3,CPD170330001282,,DRUG,39.117085049155,-84.5604144474817,3,
6910,57XX ARGUS RD,CPD,2017-02-12T23:45:53.000,P541,2017-02-13T00:12:33.000,COLLEGE HILL,2017-02-12T22:49:18.000,2017-02-12T23:41:41.000,INV: INV,5,CPD170212001546,,DRUG,39.1940913122824,-84.5362319392601,3,
6911,RACE ST / W 13TH ST,CPD,2017-09-23T20:53:20.000,P121,2017-09-23T21:14:59.000,OTR,2017-09-23T20:52:57.000,2017-09-23T20:52:57.000,HBF: HANDLED BY FIRE,1,CPD170923001636,,HERONP-PD ONLY,39.1100630001195,-84.516375,4,
6912,11XX RACE ST,CPD,2017-11-24T21:27:38.000,P121,2017-11-24T22:17:30.000,OTR,2017-11-24T21:10:18.000,2017-11-24T21:19:22.000,ARR: ARREST,1,CPD171124001291,DRUG ACTIVITY,DRUG,39.1068740001195,-84.514997,7,YELLOW
6913,2XX WORTH ST,CPD,2017-12-12T21:23:14.000,P241,2017-12-12T21:49:23.000,EAST END,2017-12-12T21:13:15.000,2017-12-12T21:14:09.000,AST: ASSIST,2,CPD171212001557,,HEROINP-COMBINED,39.1163090001196,-84.441598,2,
6914,29XX RIVERSIDE DR,CPD,,P241,2017-06-29T11:23:32.000,EAST END,2017-06-29T11:10:51.000,2017-06-29T11:12:54.000,INV: INV,2,CPD170629000582,DRUG ACTIVITY,DRUG,39.1216600510967,-84.4490790737964,7,YELLOW
6915,11XX GRAND AV,CP,,P325,2017-01-04T14:54:30.000,EAST PRICE HILL,2017-01-04T14:51:37.000,,ADV - ADVISED,3,LCP170104000922,,DRUGR,39.1155169400896,-84.55986173,,
6916,78XX NEWBEDFORD AV,CPD,,P451,2017-03-06T17:50:30.000,ROSELAWN,2017-03-06T12:20:42.000,,INV: INV,4,CPD170306000702,,DRUG,39.2069576688827,-84.4565547358672,3,
6917,GORDON ST / HANFIELD ST,CPD,2017-08-23T20:04:13.000,P531,2017-08-23T20:10:03.000,NORTHSIDE,2017-08-23T20:00:28.000,2017-08-23T20:02:17.000,GOA: GOA,5,CPD170823001700,DRUG ACTIVITY,DRUG,39.1638040001195,-84.54686,7,YELLOW
6918,17XX MINION AV,CPD,2017-09-25T10:43:05.000,P321,2017-09-25T10:44:05.000,WEST PRICE HILL,2017-09-25T08:42:33.000,2017-09-25T10:39:27.000,GOA: GOA,3,CPD170925000344,DRUG ACTIVITY,DRUG,39.1198530001195,-84.575356,7,YELLOW
6919,12XX VINE ST,CPD,,P121,2017-10-23T15:12:49.000,OTR,2017-10-23T14:49:29.000,2017-10-23T14:51:43.000,DUP: DUPLICATE,1,CPD171023000928,DRUG ACTIVITY,DRUG,39.1086070001195,-84.515694,7,YELLOW
