LicenseNumber,Phone,BusinessName,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty
021944400,(740) 368-5910,MEIJER PHARMACY #249,1380 SUNBURY ROAD,DELAWARE,OH,43015,Delaware
020747750,(479) 204-2258,WAL-MART PHARMACY 10-1990,1760 COLUMBUS PIKE,DELAWARE,OH,43015,Delaware
021180700,(479) 204-2258,WAL-MART PHARMACY 10-2725,8659 COLUMBUS PIKE,LEWIS CENTER,OH,43035,Delaware
021342550,(847) 527-4251,WALGREENS #06116,9110 DUBLIN ROAD,POWELL,OH,430659588,Delaware
021265150,(847) 527-4251,WALGREENS #06485,19 LONDON ROAD,DELAWARE,OH,430152613,Delaware
021458350,8475274251,WALGREENS #07940,748 N. STATE STREET,WESTERVILLE,OH,43082,Delaware
021929850,(847) 527-4251,WALGREENS #11145,9669 SAWMILL PARKWAY,POWELL,OH,43065,Delaware
021988550,(847) 527-4251,WALGREENS #13007,1040 POLARIS PARKWAY,COLUMBUS,OH,43240,Delaware
022173000,(419) 609-2845,CCF - NORTH COAST CANCER CARE AMBULATORY PHARMACY,417 QUARRY LAKES DRIVE,SANDUSKY,OH,44870,Erie
022571900,(401) 765-1500,CVS/PHARMACY # 17241,4020 MILAN ROAD,SANDUSKY,OH,44870,Erie
022023850,(401) 765-1500,CVS/PHARMACY #2345,513 EAST MONROE STREET,SANDUSKY,OH,44870,Erie
020141050,(330) 725-2340,DISCOUNT DRUG MART INC. #14,3700 MILAN ROAD,SANDUSKY,OH,44870,Erie
020369900,(330) 725-2340,DISCOUNT DRUG MART INC. #24,"420 CLEVELAND ROAD, E.",HURON,OH,44839,Erie
021869550,(419) 557-7473,FIRELANDS REGIONAL MEDICAL CENTER OUTPATIENT PHAR,1111 HAYES AVENUE,SANDUSKY,OH,44870,Erie
020344450,(513) 762-1090,KROGER PHARMACY #858,226 E. PERKINS AVE.,SANDUSKY,OH,44870,Erie
020828500,(419) 627-7910,MEIJER PHARMACY #142,4702 MILAN ROAD,SANDUSKY,OH,44870,Erie
020364550,(419) 625-2258,RITE AID DISCOUNT PHARMACY #3180,1420 SYCAMORE LINE,SANDUSKY,OH,44870-4128,Erie
021030150,(419) 624-8442,RITE AID DISCOUNT PHARMACY #4937,334 WEST PERKINS AVE,SANDUSKY,OH,44870,Erie
021615050,(479) 204-2258,SAM'S PHARMACY 10-4962,614 CROSSINGS ROAD,SANDUSKY,OH,44870,Erie
020646150,(479) 204-2258,WAL-MART PHARMACY 10-1628,5500 MILAN ROAD,SANDUSKY,OH,44870,Erie
022569850,(401) 765-1500,CVS/PHARMACY # 16384,1300 RIVER VALLEY BLVD.,LANCASTER,OH,43130,Fairfield
022010850,(401) 765-1500,CVS/PHARMACY # 6185,1100 HILL ROAD  NORTH,PICKERINGTON,OH,43147,Fairfield
022010950,(401) 765-1500,CVS/PHARMACY #6188,111 SOUTH MEMORIAL DRIVE,LANCASTER,OH,43130,Fairfield
021336050,(330) 725-2340,DISCOUNT DRUG MART #67,845 HILL ROAD NORTH,PICKERINGTON,OH,43147,Fairfield
021602900,(412) 968-1610,GIANT EAGLE PHARMACY #6514,873 REFUGEE ROAD,PICKERINGTON,OH,43147,Fairfield
021913250,(412) 968-1610,GIANT EAGLE PHARMACY #6538,1394 ETY SHOPS WAY,LANCASTER,OH,43130,Fairfield
020447100,(513) 762-1090,KROGER N-931,1141 E. MAIN STREET,LANCASTER,OH,43130,Fairfield
020153550,(513) 762-1090,KROGER PHARMACY #264,1621 NORTH MEMORIAL DRIVE,LANCASTER,OH,43130,Fairfield
021453100,(513) 762-1090,KROGER PHARMACY #532,7833 REFUGEE RD N.W.,PICKERINGTON,OH,43147,Fairfield
021532950,(513) 762-1090,KROGER PHARMACY #801,401 N. EWING STREET,LANCASTER,OH,43130,Fairfield
020955150,(513) 762-1090,KROGER PHARMACY N-538,1045 HILL ROAD NORTH,PICKERINGTON,OH,43147,Fairfield
020841950,(740) 681-2410,MEIJER PHARMACY #144,"2900 COLUMBUS-LANCASTER ROAD, N.W.",LANCASTER,OH,43130,Fairfield
021789750,(614) 920-7210,MEIJER PHARMACY #246,8300 MEIJER DRIVE,CANAL WINCHESTER,OH,43110,Fairfield
022562500,(614) 499-4085,PICKERINGTON PHARMACY PICKERINGTON PHARMACY,641 HILL ROAD N.,PICKERINGTON,OH,43147,Fairfield
021302650,(479) 204-2258,SAM'S PHARMACY 10-6326,2675 TAYLOR ROAD S.W.,REYNOLDSBURG,OH,43068,Fairfield
021180750,(479) 204-2258,WAL-MART PHARMACY 10-2726,2793 TAYLOR ROAD EXT,REYNOLDSBURG,OH,43068,Fairfield
021789700,(479) 204-2258,WAL-MART PHARMACY 10-3792,2687 NORTH MEMORIAL DRIVE,LANCASTER,OH,43130,Fairfield
021436800,8475274251,WALGREENS #07798,911 N. MEMORIAL DRIVE,LANCASTER,OH,431301745,Fairfield
021525650,8475274251,WALGREENS #09120,859 EAST MAIN STREET,LANCASTER,OH,43130,Fairfield
021537650,(847) 527-4251,WALGREENS #09286,2300 BALTIMORE REYNOLDSBURG ROAD,REYNOLDSBURG,OH,43068-8030,Fairfield
021998300,(847) 527-4251,WALGREENS #12008,1101 HILL ROAD NORTH,PICKERINGTON,OH,43147-8887,Fairfield
021877800,(740) 335-9900,BANKSPHARMACY LLC,1500 Columbus Ave,Washington Court House,OH,43160-1767,Fayette
020158150,(401) 765-1500,CVS/PHARMACY #3408,1795 COLUMBUS AVENUE,WASHINGTON C.H.,OH,43160,Fayette
021270750,(513) 762-1090,KROGER PHARMACY #16822,548 CLINTON AVENUE,WASHINGTON C.H.,OH,43160,Fayette
021270250,(479) 204-2258,WAL-MART PHARMACY 10-3251,1397 LEESBURG AVENUE,WASHINGTON C.H.,OH,43160,Fayette
021976500,(847) 527-4251,WALGREENS #12372,1240 COLUMBUS AVENUE,WASHINGTON C.H.,OH,43160,Fayette
021623650,(952) 205-0704,AVELLA OF COLUMBUS,"4830 KNIGHTSBRIDGE BLVD., STE C",COLUMBUS,OH,43214-2300,Franklin
022033900,(614) 227-0301,"CHARITABLE PHARMACY OF CENTRAL OHIO, INC.",200 E. LIVINGSTON AVENUE,COLUMBUS,OH,43215-5715,Franklin
022618650,(614) 252-4348,CLINIC PHARMACY,1000 EAST BROAD ST,COLUMBUS,OH,43205,Franklin
020403100,(614) 224-4506,COMPDRUG,547 E. 11TH AVENUE,COLUMBUS,OH,43211,Franklin
022348150,(614) 934-6221,COSTCO PHARMACY #1160,3888 STELZER ROAD,COLUMBUS,OH,43219,Franklin
021636450,(614) 987-1909,COSTCO PHARMACY #632,1500 GEMINI PLACE,COLUMBUS,OH,43240,Franklin
022569750,(401) 765-1500,CVS/PHARMACY # 16193,6000 SAWMILL ROAD,DUBLIN,OH,43017,Franklin
022570350,(401) 765-1500,CVS/PHARMACY # 16453,4199 MORSE CROSSING,COLUMBUS,OH,43219,Franklin
022571600,(401) 765-1500,CVS/PHARMACY # 17085,4211 TRUEMAN BLVD,HILLIARD,OH,43026,Franklin
022571500,(401) 765-1500,CVS/PHARMACY # 17088,3955 E BROAD ST.,WHITEHALL,OH,43213,Franklin
022571750,(401) 765-1500,CVS/PHARMACY # 17174,8100 E. BROAD STREET,REYNOLDSBURG,OH,43068,Franklin
022569800,(401) 765-1500,CVS/PHARMACY # 17504,2437 TAYLOR PARK DRIVE,REYNOLDSBURG,OH,43068,Franklin
022012500,(401) 765-1500,CVS/PHARMACY # 6149,1885 WEST HENDERSON ROAD,UPPER ARLINGTON,OH,43220,Franklin
022011600,(401) 765-1500,CVS/PHARMACY # 6153,2532 EAST MAIN STREET,COLUMBUS,OH,43209,Franklin
022011650,(401) 765-1500,CVS/PHARMACY # 6155,145 SOUTH STATE STREET,WESTERVILLE,OH,43081,Franklin
022011750,(401) 765-1500,CVS/PHARMACY # 6159,1515 WEST BROAD STREET,COLUMBUS,OH,43222,Franklin
022011800,(401) 765-1500,CVS/PHARMACY # 6161,7470 SAWMILL ROAD,DUBLIN,OH,43016,Franklin
022011850,(401) 765-1500,CVS/PHARMACY # 6162,1202 COUNTY LINE ROAD,WESTERVILLE,OH,43081,Franklin
022011900,(401) 765-1500,CVS/PHARMACY # 6163,711 PARK ROAD,WORTHINGTON,OH,43085,Franklin
021627350,(401) 765-1500,CVS/PHARMACY #1223,3575 BROADWAY,GROVE CITY,OH,43123,Franklin
022570300,(401) 765-1500,CVS/PHARMACY #16443,1717 OLENTANGY RIVER ROAD,COLUMBUS,OH,43212,Franklin
022571550,(401) 765-1500,CVS/PHARMACY #17094,55 GRACELAND BLVD,COLUMBUS,OH,43214,Franklin
022572300,(401) 765-1500,CVS/PHARMACY #17158,4144 BUCKEYE PKWY,GROVE CITY,OH,43123,Franklin
022572200,(401) 765-1500,CVS/PHARMACY #17422,1970 HILLIARD ROME ROAD,HILLIARD,OH,43026,Franklin
022014250,(401) 765-1500,CVS/PHARMACY #2518,2160 NORTH HIGH STREET,COLUMBUS,OH,43201,Franklin
022014350,(401) 765-1500,CVS/PHARMACY #2540,4961 ROBERTS ROAD,HILLIARD,OH,43026,Franklin
022014550,(401) 765-1500,CVS/PHARMACY #2677,175 WEST MAIN STREET,NEW ALBANY,OH,43054,Franklin
022014650,(401) 765-1500,CVS/PHARMACY #2735,4280 MORSE ROAD,COLUMBUS,OH,43230,Franklin
020930400,(401) 765-1500,CVS/PHARMACY #3193,1400 PARSONS AVENUE,COLUMBUS,OH,43206,Franklin
020983100,(401) 765-1500,CVS/PHARMACY #3238,1500 LOCKBOURNE ROAD,COLUMBUS,OH,43206,Franklin
021591850,(401) 765-1500,CVS/PHARMACY #3381,3883 PARK MILL RUN DRIVE,HILLIARD,OH,43026,Franklin
020136400,(401) 765-1500,CVS/PHARMACY #3405,"109 S. HIGH STREET, STE 100",COLUMBUS,OH,43215,Franklin
020130700,(401) 765-1500,CVS/PHARMACY #3407,918 HIGH STREET,WORTHINGTON,OH,43085,Franklin
020124000,(401) 765-1500,CVS/PHARMACY #3410,60 N. STYGLER ROAD,GAHANNA,OH,43230,Franklin
020132250,(401) 765-1500,CVS/PHARMACY #3412,3307 EAST BROAD STREET,COLUMBUS,OH,43213,Franklin
020163100,(401) 765-1500,CVS/PHARMACY #3413,4400 CLEVELAND AVENUE,COLUMBUS,OH,43224,Franklin
020137150,(401) 765-1500,CVS/PHARMACY #3484,591 EAST LIVINGSTON AVENUE,COLUMBUS,OH,43215,Franklin
020879550,(401) 765-1500,CVS/PHARMACY #3613,5445 N. HIGH STREET,COLUMBUS,OH,43214,Franklin
020818250,(401) 765-1500,CVS/PHARMACY #3992,620 SOUTH CLEVELAND AVENUE,WESTERVILLE,OH,43081,Franklin
020792650,(401) 765-1500,CVS/PHARMACY #4223,3100 CLEVELAND AVENUE,COLUMBUS,OH,43224,Franklin
021122200,(401) 765-1500,CVS/PHARMACY #4483,4777 SAWMILL ROAD,COLUMBUS,OH,43220,Franklin
020893300,(401) 765-1500,CVS/PHARMACY #4621,1001 NORTON ROAD,GALLOWAY,OH,43119,Franklin
022215400,(401) 765-1500,CVS/PHARMACY #5060,3424 S. HIGH STREET,COLUMBUS,OH,43207,Franklin
021301850,(401) 765-1500,CVS/PHARMACY #5434,1950 HARD ROAD,COLUMBUS,OH,43235,Franklin
021301950,(401) 765-1500,CVS/PHARMACY #5436,2100 EAST DUBLIN-GRANVILLE ROAD,COLUMBUS,OH,43229,Franklin
022014150,(401) 765-1500,CVS/PHARMACY #5458,2565 LONDON GROVEPORT ROAD,GROVE CITY,OH,43123,Franklin
020777000,(401) 765-1500,CVS/PHARMACY #5715,3355 EAST LIVINGSTON AVENUE,COLUMBUS,OH,43227,Franklin
020777100,(401) 765-1500,CVS/PHARMACY #5717,3506 GENDER ROAD,CANAL WINCHESTER,OH,43110,Franklin
020371650,(401) 765-1500,CVS/PHARMACY #5918,933 BETHEL ROAD,COLUMBUS,OH,43214,Franklin
020370250,(401) 765-1500,CVS/PHARMACY #5949,759 NEIL AVENUE,COLUMBUS,OH,43215,Franklin
022012400,(401) 765-1500,CVS/PHARMACY #6147,1495 WEST 5TH AVENUE,COLUMBUS,OH,43212,Franklin
022018150,(401) 765-1500,CVS/PHARMACY #6150,305 W. BRIDGE STREET,DUBLIN,OH,43017,Franklin
022011700,(401) 765-1500,CVS/PHARMACY #6158,1211 MORSE ROAD,COLUMBUS,OH,43229,Franklin
022010700,(401) 765-1500,CVS/PHARMACY #6182 ONCE CVS DRIVE,3499 CLIME ROAD,COLUMBUS,OH,43223,Franklin
022010150,(401) 765-1500,CVS/PHARMACY #6192,2120 STRINGTOWN ROAD,GROVE CITY,OH,43123,Franklin
022010250,(401) 765-1500,CVS/PHARMACY #6194,4610 CEMETARY ROAD,HILLIARD,OH,43026,Franklin
022010350,(401) 765-1500,CVS/PHARMACY #6198,2020 EAKIN ROAD,COLUMBUS,OH,43223,Franklin
020752650,(401) 765-1500,CVS/PHARMACY #6411,3282 TREMONT ROAD,UPPER ARLINGTON,OH,43221,Franklin
022010600,(401) 765-1500,CVS/PHARMACY #6946,4548 EAST MAIN STREET,WHITEHALL,OH,43213,Franklin
022015150,(401) 765-1500,CVS/PHARMACY #6949,4801 WEST BROAD STREET,COLUMBUS,OH,43228,Franklin
022015200,(401) 765-1500,CVS/PHARMACY #6950,2680 NORTH HIGH STREET,COLUMBUS,OH,43202,Franklin
022015250,(401) 765-1500,CVS/PHARMACY #6953,6659 EAST MAIN STREET,REYNOLDSBURG,OH,43068,Franklin
022015400,(401) 765-1500,CVS/PHARMACY #7097,6300 SCIOTO DARBY ROAD,HILLIARD,OH,43026,Franklin
022015450,(401) 765-1500,CVS/PHARMACY #7247,900 NORTH HAMILTON ROAD,GAHANNA,OH,43230,Franklin
021588900,(401) 765-1500,CVS/PHARMACY #9898,2929 STELZER ROAD,COLUMBUS,OH,43219,Franklin
021517300,(330) 725-2340,DISCOUNT DRUG MART #76,2290 STRINGTOWN ROAD,GROVE CITY,OH,43123,Franklin
022608800,6143406776,EQUITAS HEALTH PHARMACY,1033 N HIGH ST,COLUMBUS,OH,43201,Franklin
022679500,6143002334,EQUITAS HEALTH PHARMACY #3,736 E Long St,Columbus,OH,43203-1845,Franklin
021311200,(412) 968-1610,GIANT EAGLE PHARMACY #6501,1250 NORTH HAMILTON ROAD,COLUMBUS,OH,43230,Franklin
021252750,(412) 968-1610,GIANT EAGLE PHARMACY #6504,4747 SAWMILL ROAD,COLUMBUS,OH,43220,Franklin
021440300,(412) 968-1610,GIANT EAGLE PHARMACY #6507,650 N. STATE STREET,WESTERVILLE,OH,43082,Franklin
021419200,(412) 968-1610,GIANT EAGLE PHARMACY #6508,280 E. WHITTIER ST,COLUMBUS,OH,43206,Franklin
021419050,(412) 968-1610,GIANT EAGLE PHARMACY #6512,2801 N. HIGH STREET,COLUMBUS,OH,43202,Franklin
021419000,(412) 968-1610,GIANT EAGLE PHARMACY #6513,6867 E. BROAD STREET,COLUMBUS,OH,43213,Franklin
022078900,(412) 968-1610,GIANT EAGLE PHARMACY #6515,3061 KINGSDALE CENTER,COLUMBUS,OH,43221,Franklin
021849300,(412) 968-1610,GIANT EAGLE PHARMACY #6517,2900 STELZER ROAD,COLUMBUS,OH,43219,Franklin
021705300,(412) 968-1610,GIANT EAGLE PHARMACY #6519,4780 W. BROAD STREET,COLUMBUS,OH,43228,Franklin
021418650,(412) 968-1610,GIANT EAGLE PHARMACY #6520,6700 PERIMETER LOOP RD,DUBLIN,OH,43017,Franklin
021595750,(412) 968-1610,GIANT EAGLE PHARMACY #6526,2173 STRINGTOWN ROAD,GROVE CITY,OH,43123,Franklin
021735050,(412) 968-1610,GIANT EAGLE PHARMACY #6528,5461 NEW ALBANY ROAD WEST,NEW ALBANY,OH,43054,Franklin
021761750,(412) 968-1610,GIANT EAGLE PHARMACY #6529,6700 HAYDEN RUN ROAD,HILLIARD,OH,43026,Franklin
022415150,(412) 968-1610,GIANT EAGLE PHARMACY #6531,4001 BRITTON PARKWAY,HILLIARD,OH,43026,Franklin
021849350,(412) 968-1610,GIANT EAGLE PHARMACY #6537,3841 S. HAMILTON ROAD,GROVEPORT,OH,43125,Franklin
022432050,(412) 968-1610,GIANT EAGLE PHARMACY #6539,840 W. 3RD AVENUE,COLUMBUS,OH,43212,Franklin
020170700,(614) 871-3515,KMART PHARMACY #7397,2400 STRINGTOWN RD,GROVE CITY,OH,43123,Franklin
020404900,(513) 762-1090,KROGER COMPANY N-216,6962 E. MAIN ST.,REYNOLDSBURG,OH,43068,Franklin
020382850,(513) 762-1090,KROGER COMPANY N-942,1375 CHAMBERS ROAD,COLUMBUS,OH,43212,Franklin
020404950,(513) 762-1090,KROGER COMPANY N-965,5991 SUNBURY ROAD,WESTERVILLE,OH,43081,Franklin
020174600,(513) 762-1090,KROGER N-315,2000 E MAIN ST,COLUMBUS,OH,43205,Franklin
020440500,(513) 762-1090,KROGER N-341,2474 STRINGTOWN ROAD,GROVE CITY,OH,43123,Franklin
020427300,(513) 762-1090,KROGER N-971,3417 N HIGH ST,COLUMBUS,OH,43214,Franklin
021400350,(513) 762-1090,KROGER PHARMACY #016514,3588 GENDER RD,CANAL WINCHESTER,OH,43110,Franklin
021297100,(513) 762-1090,KROGER PHARMACY #16623,5800 W. BROAD STREET,GALLOWAY,OH,43119,Franklin
021297200,(513) 762-1090,KROGER PHARMACY #16861,6011 GROVEPORT ROAD,GROVEPORT,OH,43125,Franklin
021767650,(513) 762-1090,KROGER PHARMACY #273,60 WORTHINGTON MALL,WORTHINGTON,OH,43085,Franklin
021613600,(513) 762-1090,KROGER PHARMACY #522,300 S. HAMILTON ROAD,GAHANNA,OH,43230,Franklin
021564650,(513) 762-1090,KROGER PHARMACY #569,150 W. SYCAMORE STREET,COLUMBUS,OH,43215,Franklin
021589850,(513) 762-1090,KROGER PHARMACY #581,7625 SAWMILL ROAD,DUBLIN,OH,43016,Franklin
020672400,(513) 762-1090,KROGER PHARMACY #593,1745 MORSE RD,COLUMBUS,OH,43229,Franklin
022370750,(513) 762-1090,KROGER PHARMACY #682,DBA CARDINAL HEALTH WELLNESS CENTER 7200 CARDINAL PLACE W.,DUBLIN,OH,43017,Franklin
022668150,(513) 762-1090,KROGER PHARMACY #718,930 N WAGGONER RD.,BLACKLICK,OH,43004,Franklin
022678050,(513) 762-1090,KROGER PHARMACY #723,620 NORTON RD.,COLUMBUS,OH,43228,Franklin
021454100,(513) 762-1090,KROGER PHARMACY #819,199 GRACELAND BLVD,COLUMBUS,OH,43214,Franklin
020514350,(513) 762-1090,KROGER PHARMACY N-299,4485 REFUGEE ROAD,COLUMBUS,OH,43232,Franklin
021001450,(513) 762-1090,KROGER PHARMACY N-519,1585 GEORGESVILLE SQUARE DRIVE,COLUMBUS,OH,43228,Franklin
020470550,(513) 762-1090,KROGER PHARMACY N-587,1350 NORTH HIGH STREET,COLUMBUS,OH,43201,Franklin
021004150,(513) 762-1090,KROGER PHARMACY N-598,3600 SOLDANO BLVD.,COLUMBUS,OH,43228,Franklin
021021350,(513) 762-1090,KROGER PHARMACY N-817,7100 HOSPITAL DRIVE,DUBLIN,OH,43016,Franklin
020982350,(513) 762-1090,KROGER PHARMACY N-818,2090 CROWN PLAZA DRIVE,COLUMBUS,OH,43235,Franklin
021096850,(513) 762-1090,KROGER PHARMACY N-839,1177 POLARIS PARKWAY,COLUMBUS,OH,432402031,Franklin
021150950,(513) 762-1090,KROGER PHARMACY N-842,5965 HOOVER ROAD,GROVE CITY,OH,43123,Franklin
020882550,(513) 762-1090,KROGER PHARMACY N-851,6095 GENDER ROAD,CANAL WINCHESTER,OH,43110,Franklin
020985100,(513) 762-1090,KROGER PHARMACY N-871,1365 STONERIDGE DRIVE,GAHANNA,OH,43230,Franklin
021162550,(513) 762-1090,KROGER PHARMACY N-881,5161 HAMPSTED VILLAGE WAY,NEW ALBANY,OH,43054,Franklin
021063300,(513) 762-1090,KROGER PHARMACY N-893,1441 PARSONS AVENUE,COLUMBUS,OH,432071247,Franklin
021027000,(513) 762-1090,KROGER PHARMACY N-897,3675 EAST BROAD STREET,WHITEHALL,OH,43213,Franklin
020357250,(513) 762-1090,KROGER SAV-ON N-966,4656 CEMETERY RD,HILLIARD,OH,43026,Franklin
020636250,(513) 762-1090,KROGER SAV-ON PHARMACY N-328,1955 W. HENDERSON ROAD,UPPER ARLINGTON,OH,43220,Franklin
020611750,(513) 762-1090,KROGER SAV-ON PHARMACY N-350,299 W. BRIDGE STREET,DUBLIN,OH,43017,Franklin
020774450,(513) 762-1090,KROGER SAV-ON PHARMACY N-806,850 S. HAMILTON ROAD,WHITEHALL,OH,43213,Franklin
020751500,(513) 762-1090,KROGER SAV-ON PHARMACY N-815,3637 S. HIGH STREET,COLUMBUS,OH,43207,Franklin
020733600,(513) 762-1090,KROGER SAV-ON PHARMACY N-853,7000 E. BROAD STREET,COLUMBUS,OH,43213,Franklin
020797350,(513) 762-1090,KROGER SAV-ON PHARMACY N-867,2525 HILLIARD-ROME ROAD,HILLIARD,OH,43026,Franklin
020675350,(513) 762-1090,KROGER SAV-ON PHARMACY N-879,1425 WORTHINGTON CENTRE DRIVE,WORTHINGTON,OH,43085,Franklin
020513450,(513) 762-1090,KROGER SAV-ON PHARMACY N-990,2161 EAKIN ROAD,COLUMBUS,OH,43223,Franklin
020146150,(513) 762-1090,KROGER SAVON N-920,55 W SCHROCK RD,WESTERVILLE,OH,43081,Franklin
020687900,(614) 529-5110,MEIJER PHARMACY #104,1661 HILLIARD-ROME ROAD,COLUMBUS,OH,43228,Franklin
020721650,(614) 855-4910,MEIJER PHARMACY #114,5050 N. HAMILTON ROAD,COLUMBUS,OH,432301312,Franklin
021306600,(614) 322-7410,MEIJER PHARMACY #212,8000 E. BROAD STREET,REYNOLDSBURG,OH,43068,Franklin
021789850,614-801-4310,MEIJER PHARMACY #234,2811 LONDON-GROVEPORT ROAD,GROVE CITY,OH,43123,Franklin
020468300,(614) 718-5710,MEIJER PHARMACY #58,6175 W. SAWMILL ROAD,DUBLIN,OH,43017,Franklin
022541100,(380) 898-6068,MOUNT CARMEL PHARMACY,"500 S. CLEVELAND AVE., ROOM 1L1003",WESTERVILLE,OH,43081-8971,Franklin
020039200,6147222180,NATIONWIDE CHILDREN'S HOSPITAL,700 CHILDREN S DRIVE,COLUMBUS,OH,43205,Franklin
022732550,(567) 204-5050,NCH YELLOW PHARMACY NATIONWIDE CHILDREN'S DRIVE,380 BUTTERFLY GARDENS DRIVE,COLUMBUS,OH,43215,Franklin
021334000,(614) 262-8719,"OAKLAND PARK PHARMACY, INC.",1486 OAKLAND PARK AVENUE,COLUMBUS,OH,43224,Franklin
0232000011,(401) 765-1500,"Ohio CVS Stores, L.L.C.",1892 N High St,Columbus,OH,43201-1148,Franklin
020133600,(614) 292-0125,OHIO STATE UNIVERSITY STUDENT HEALTH CENTER PHARMACY,1875 MILLIKIN RD,COLUMBUS,OH,43210,Franklin
0232000094,(614) 869-7365,PREMIER CARE PHARMACY LLC,867 W Town St Ste 103-104,Columbus,OH,43222-1694,Franklin
021180650,(479) 204-2258,SAM'S CLUB PHARMACY 10-6242,5870 SAWMILL ROAD,DUBLIN,OH,43017,Franklin
021221100,(479) 204-2258,SAM'S PHARMACY 10-6307,3950 MORSE ROAD,COLUMBUS,OH,43219,Franklin
021400000,(479) 204-2258,SAM'S PHARMACY 10-6308,1755 HILLIARD ROME RD E,HILLIARD,OH,43026,Franklin
020274350,614-225-0980,"SOUTHEAST, INC.",16 WEST LONG STREET,COLUMBUS,OH,43215,Franklin
0232000086,(614) 685-3386,The Ohio State University Outpatient Pharmacy - East Hospital,181 Taylor Ave,Columbus,OH,43203-1779,Franklin
022593850,(614) 685-4188,THE OHIO STATE UNIVERSITY OUTPATIENT PHARMACY - JAMES CANCER HOSPITAL,460 W. 10TH AVE,COLUMBUS,OH,43210,Franklin
020418700,(614) 882-2392,UPTOWN PHARMACY,23 NORTH STATE STREET,WESTERVILLE,OH,43081,Franklin
020802700,(479) 204-2258,WAL-MART PHARMACY 10-2098,3900 MORSE ROAD,COLUMBUS,OH,43219,Franklin
020874500,(479) 204-2258,WAL-MART PHARMACY 10-2426,5200 WEST POINT PLAZA,COLUMBUS,OH,43228,Franklin
020931450,(479) 204-2258,WAL-MART PHARMACY 10-2471,5900 BRITTON PARKWAY,DUBLIN,OH,43016,Franklin
021124300,(479) 204-2258,WAL-MART PHARMACY 10-2666,3579 SO. HIGH STREET,COLUMBUS,OH,43207,Franklin
022398250,(479) 204-2258,WAL-MART PHARMACY 10-2774,7730 SAWMILL ROAD,DUBLIN,OH,43016,Franklin
021652600,(479) 204-2258,WAL-MART PHARMACY 10-3447,3657 EAST MAIN,WHITEHALL,OH,43213,Franklin
021650000,(479) 204-2258,WAL-MART PHARMACY 10-3812,2700 BETHEL ROAD,COLUMBUS,OH,43220,Franklin
021426000,(479) 204-2258,WAL-MART PHARMACY 10-5184,6674 WINCHESTER BLVD,CANAL WINCHESTER,OH,43110,Franklin
021432900,(479) 204-2258,WAL-MART PHARMACY 10-5185,1221 GEORGESVILLE ROAD,COLUMBUS,OH,43228,Franklin
021457600,(479) 204-2258,WAL-MART PHARMACY 10-5466,1693 STRINGTOWN RD,GROVE CITY,OH,43123,Franklin
022324450,(479) 204-2258,WAL-MART PHARMACY 10-5857,50 E. SCHROCK ROAD,WESTERVILLE,OH,43081,Franklin
021454250,(847) 527-4251,WALGREENS #01317,3445 SOUTH HIGH STREET,COLUMBUS,OH,43207-3693,Franklin
021272850,8475274251,WALGREENS #06115,6805 HOSPITAL DRIVE,DUBLIN,OH,430168556,Franklin
021272900,(847) 527-4251,WALGREENS #06118,3583 E. BROAD STREET,COLUMBUS,OH,432131141,Franklin
021297150,(847) 527-4251,WALGREENS #06119,7900 E. BROAD STREET,BLACKLICK,OH,43004,Franklin
021233150,(847) 527-4251,WALGREENS #06271,6320 E. MAIN STREET,REYNOLDSBURG,OH,43068,Franklin
021242300,(847) 527-4251,WALGREENS #06273,3015 E. LIVINGSTON AVENUE,COLUMBUS,OH,432093047,Franklin
021242250,(847) 527-4251,WALGREENS #06378,2770 W. BROAD STREET,COLUMBUS,OH,432042641,Franklin
021317850,(847) 527-4251,WALGREENS #06981,1280 DEMOREST ROAD,COLUMBUS,OH,43204,Franklin
021389400,6142637551,WALGREENS #07113,3093 CLEVELAND AVENUE,COLUMBUS,OH,43224,Franklin
021416650,(847) 527-4251,WALGREENS #07368,4890 NORTH HIGH STREET,COLUMBUS,OH,432141552,Franklin
021370650,(847) 527-4251,WALGREENS #07523,5690 W. BROAD STREET,GALLOWAY,OH,43119-8127,Franklin
021453800,(847) 527-4251,WALGREENS #07524,6266 GENDER ROAD,CANAL WINCHESTER,OH,431102042,Franklin
021374250,(847) 527-4251,WALGREENS #07525,2150 E. DUBLIN GRANVILLE ROAD,COLUMBUS,OH,432293513,Franklin
021422400,8475274251,WALGREENS #07942,4617 E. MAIN STREET,WHITEHALL,OH,43213-3298,Franklin
021435950,(847) 527-4251,WALGREENS #07973,2110 STRINGTOWN RD,GROVE CITY,OH,431232931,Franklin
021505300,(847) 527-4251,WALGREENS #09093,5195 N. HAMILTON RD.,COLUMBUS,OH,432301313,Franklin
021537550,(847) 527-4251,WALGREENS #09138,1162 HARRISBURG PIKE,COLUMBUS,OH,432232847,Franklin
021591800,(847) 527-4251,WALGREENS #09193,2615 BRICE ROAD,REYNOLDSBURG,OH,43068,Franklin
021557100,(847) 527-4251,WALGREENS #09540,4530 KENNY ROAD,COLUMBUS,OH,432203509,Franklin
021607650,8475274251,WALGREENS #09541,5555 NEW ALBANY RD.,NEW ALBANY,OH,43054,Franklin
021690300,(847) 527-4251,WALGREENS #09904,5383 CEMETERY ROAD,HILLIARD,OH,43026-1502,Franklin
