,Chemical,Concentration_ng_L_Error,Concentration_ng_L_Value,Day,Mass_Load_g_d_Error,Mass_Load_g_d_Value,Month,Population_Normalized_Mass_Lo_1,Population_Normalized_Mass_Load,Sample_Date,Site
445,Oxycodone,6.75,71.58,(5) Fri,0.05,0.55,(03) Mar,9,100.59,2019-03-15 03:00:00,TP04
446,Oxycodone,1.38,15.65,(6) Sat,0.01,0.11,(03) Mar,2,20.37,2019-03-16 03:00:00,TP04
447,Oxycodone,2.53,18.06,(7) Sun,0.02,0.13,(03) Mar,3,23.77,2019-03-17 03:00:00,TP04
448,Noroxycodone,5.31,62.3,(1) Mon,0.04,0.47,(03) Mar,7,86.57,2019-03-11 03:00:00,TP04
449,Noroxycodone,2.37,56.24,(2) Tues,0.02,0.44,(03) Mar,3,80.3,2019-03-12 03:00:00,TP04
450,Noroxycodone,0.72,70.63,(3) Wed,0.01,0.54,(03) Mar,1,98.54,2019-03-13 03:00:00,TP04
451,Noroxycodone,5.08,77.8,(4) Thu,0.04,0.59,(03) Mar,7,108.14,2019-03-14 03:00:00,TP04
452,Noroxycodone,6.71,71.38,(5) Fri,0.05,0.55,(03) Mar,9,100.31,2019-03-15 03:00:00,TP04
453,Noroxycodone,1.0,14.89,(6) Sat,0.01,0.11,(03) Mar,1,19.38,2019-03-16 03:00:00,TP04
454,Noroxycodone,0.73,14.97,(7) Sun,0.01,0.11,(03) Mar,1,19.7,2019-03-17 03:00:00,TP04
455,Codeine,2.66,91.16,(1) Mon,0.02,0.69,(03) Mar,4,126.67,2019-03-11 03:00:00,TP04
456,Codeine,6.76,75.48,(2) Tues,0.05,0.59,(03) Mar,10,107.76,2019-03-12 03:00:00,TP04
457,Codeine,0.87,83.94,(3) Wed,0.01,0.64,(03) Mar,1,117.1,2019-03-13 03:00:00,TP04
458,Codeine,4.87,67.11,(4) Thu,0.04,0.51,(03) Mar,7,93.28,2019-03-14 03:00:00,TP04
459,Codeine,3.79,110.21,(5) Fri,0.03,0.84,(03) Mar,5,154.89,2019-03-15 03:00:00,TP04
460,Codeine,4.87,53.33,(6) Sat,0.03,0.38,(03) Mar,6,69.4,2019-03-16 03:00:00,TP04
461,Codeine,4.15,38.26,(7) Sun,0.03,0.27,(03) Mar,5,50.36,2019-03-17 03:00:00,TP04
462,Fentanyl,0.01,2.23,(1) Mon,0.0,0.02,(03) Mar,0,3.09,2019-03-11 03:00:00,TP04
463,Fentanyl,0.14,1.77,(2) Tues,0.0,0.01,(03) Mar,0,2.52,2019-03-12 03:00:00,TP04
464,Fentanyl,0.07,2.73,(3) Wed,0.0,0.02,(03) Mar,0,3.8,2019-03-13 03:00:00,TP04
465,Fentanyl,0.27,2.64,(4) Thu,0.0,0.02,(03) Mar,0,3.66,2019-03-14 03:00:00,TP04
466,Fentanyl,0.05,3.03,(5) Fri,0.0,0.02,(03) Mar,0,4.26,2019-03-15 03:00:00,TP04
467,Fentanyl,0.17,1.72,(6) Sat,0.0,0.01,(03) Mar,0,2.24,2019-03-16 03:00:00,TP04
468,Fentanyl,0.05,1.62,(7) Sun,0.0,0.01,(03) Mar,0,2.13,2019-03-17 03:00:00,TP04
469,Norfentanyl,1.64,24.08,(1) Mon,0.01,0.18,(03) Mar,2,33.46,2019-03-11 03:00:00,TP04
470,Norfentanyl,0.47,18.12,(2) Tues,0.0,0.14,(03) Mar,1,25.87,2019-03-12 03:00:00,TP04
471,Norfentanyl,0.9,19.05,(3) Wed,0.01,0.14,(03) Mar,1,26.57,2019-03-13 03:00:00,TP04
472,Norfentanyl,2.68,28.82,(4) Thu,0.02,0.22,(03) Mar,4,40.07,2019-03-14 03:00:00,TP04
473,Norfentanyl,1.62,26.36,(5) Fri,0.01,0.2,(03) Mar,2,37.04,2019-03-15 03:00:00,TP04
474,Norfentanyl,0.93,14.05,(6) Sat,0.01,0.1,(03) Mar,1,18.29,2019-03-16 03:00:00,TP04
475,Norfentanyl,1.06,20.78,(7) Sun,0.01,0.15,(03) Mar,1,27.35,2019-03-17 03:00:00,TP04
476,Heroin,0.51,9.77,(1) Mon,0.0,0.07,(03) Mar,1,13.57,2019-03-11 03:00:00,TP04
477,Heroin,0.55,8.06,(2) Tues,0.0,0.06,(03) Mar,1,11.51,2019-03-12 03:00:00,TP04
478,Heroin,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(03) Mar,-10000,-9999.99,2019-03-13 03:00:00,TP04
479,Heroin,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(03) Mar,-10000,-9999.99,2019-03-14 03:00:00,TP04
480,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(03) Mar,-10000,-9999.99,2019-03-15 03:00:00,TP04
481,Heroin,0.04,4.61,(6) Sat,0.03,0.03,(03) Mar,0,5.99,2019-03-16 03:00:00,TP04
482,Heroin,0.44,5.58,(7) Sun,0.04,0.04,(03) Mar,1,7.34,2019-03-17 03:00:00,TP04
483,6-Acetylmorphine,2.45,29.42,(1) Mon,0.02,0.22,(03) Mar,3,40.88,2019-03-11 03:00:00,TP04
484,6-Acetylmorphine,0.72,11.79,(2) Tues,0.01,0.09,(03) Mar,1,16.83,2019-03-12 03:00:00,TP04
485,6-Acetylmorphine,0.56,8.6,(3) Wed,0.0,0.07,(03) Mar,1,12.0,2019-03-13 03:00:00,TP04
486,6-Acetylmorphine,0.61,5.77,(4) Thu,0.0,0.04,(03) Mar,1,8.02,2019-03-14 03:00:00,TP04
487,6-Acetylmorphine,0.43,4.39,(5) Fri,0.0,0.03,(03) Mar,1,6.17,2019-03-15 03:00:00,TP04
488,6-Acetylmorphine,0.12,4.8,(6) Sat,0.0,0.03,(03) Mar,0,6.25,2019-03-16 03:00:00,TP04
489,6-Acetylmorphine,0.4,7.82,(7) Sun,0.0,0.06,(03) Mar,1,10.29,2019-03-17 03:00:00,TP04
490,Oxycodone,3.66,62.81,(1) Mon,0.02,0.39,(04) Apr,4,71.16,2019-04-22 03:00:00,TP04
491,Oxycodone,1.12,44.17,(2) Tue,0.01,0.28,(04) Apr,1,51.42,2019-04-23 03:00:00,TP04
492,Oxycodone,0.05,41.82,(3) Wed,0.0,0.27,(04) Apr,0,49.93,2019-04-24 03:00:00,TP04
493,Oxycodone,0.37,41.92,(4) Thu,0.0,0.28,(04) Apr,0,51.34,2019-04-25 03:00:00,TP04
494,Oxycodone,1.35,39.93,(5) Fri,0.01,0.27,(04) Apr,2,49.41,2019-04-26 03:00:00,TP04
495,Oxycodone,0.2,24.36,(6) Sat,0.0,0.15,(04) Apr,0,27.6,2019-04-27 03:00:00,TP04
496,Oxycodone,0.97,16.54,(7) Sun,0.01,0.1,(04) Apr,1,18.27,2019-04-28 03:00:00,TP04
497,Noroxycodone,6.0,86.59,(1) Mon,0.04,0.54,(04) Apr,7,98.11,2019-04-22 03:00:00,TP04
498,Noroxycodone,4.18,64.57,(2) Tue,0.03,0.41,(04) Apr,5,75.16,2019-04-23 03:00:00,TP04
499,Noroxycodone,0.36,56.83,(3) Wed,0.0,0.37,(04) Apr,0,67.84,2019-04-24 03:00:00,TP04
500,Noroxycodone,1.68,65.7,(4) Thu,0.01,0.44,(04) Apr,2,80.46,2019-04-25 03:00:00,TP04
501,Noroxycodone,0.28,53.71,(5) Fri,0.0,0.36,(04) Apr,0,66.46,2019-04-26 03:00:00,TP04
502,Noroxycodone,0.73,30.91,(6) Sat,0.0,0.19,(04) Apr,1,35.02,2019-04-27 03:00:00,TP04
503,Noroxycodone,0.52,19.44,(7) Sun,0.0,0.12,(04) Apr,1,21.48,2019-04-28 03:00:00,TP04
504,Codeine,1.04,75.27,(1) Mon,0.01,0.47,(04) Apr,1,85.28,2019-04-22 03:00:00,TP04
505,Codeine,7.08,60.58,(2) Tue,0.04,0.38,(04) Apr,8,70.52,2019-04-23 03:00:00,TP04
506,Codeine,4.29,70.07,(3) Wed,0.03,0.46,(04) Apr,5,83.65,2019-04-24 03:00:00,TP04
507,Codeine,3.12,43.3,(4) Thu,0.02,0.29,(04) Apr,4,53.02,2019-04-25 03:00:00,TP04
508,Codeine,4.65,60.33,(5) Fri,0.03,0.41,(04) Apr,6,74.65,2019-04-26 03:00:00,TP04
509,Codeine,2.65,42.15,(6) Sat,0.02,0.26,(04) Apr,3,47.77,2019-04-27 03:00:00,TP04
510,Codeine,0.05,37.09,(7) Sun,0.0,0.22,(04) Apr,0,40.98,2019-04-28 03:00:00,TP04
511,Fentanyl,0.14,2.55,(1) Mon,0.0,0.02,(04) Apr,0,2.88,2019-04-22 03:00:00,TP04
512,Fentanyl,0.21,2.52,(2) Tue,0.0,0.02,(04) Apr,0,2.93,2019-04-23 03:00:00,TP04
513,Fentanyl,0.11,1.42,(3) Wed,0.0,0.01,(04) Apr,0,1.7,2019-04-24 03:00:00,TP04
514,Fentanyl,0.02,1.52,(4) Thu,0.0,0.01,(04) Apr,0,1.86,2019-04-25 03:00:00,TP04
515,Fentanyl,0.08,1.99,(5) Fri,0.0,0.01,(04) Apr,0,2.46,2019-04-26 03:00:00,TP04
516,Fentanyl,0.04,2.05,(6) Sat,0.0,0.01,(04) Apr,0,2.32,2019-04-27 03:00:00,TP04
517,Fentanyl,0.1,1.18,(7) Sun,0.0,0.01,(04) Apr,0,1.31,2019-04-28 03:00:00,TP04
518,Norfentanyl,0.12,15.26,(1) Mon,0.0,0.09,(04) Apr,0,17.29,2019-04-22 03:00:00,TP04
519,Norfentanyl,1.16,13.15,(2) Tue,0.01,0.08,(04) Apr,1,15.3,2019-04-23 03:00:00,TP04
520,Norfentanyl,1.1,12.55,(3) Wed,0.01,0.08,(04) Apr,1,14.98,2019-04-24 03:00:00,TP04
521,Norfentanyl,0.37,12.94,(4) Thu,0.0,0.09,(04) Apr,0,15.85,2019-04-25 03:00:00,TP04
522,Norfentanyl,0.27,16.17,(5) Fri,0.0,0.11,(04) Apr,0,20.01,2019-04-26 03:00:00,TP04
523,Norfentanyl,0.09,13.79,(6) Sat,0.0,0.09,(04) Apr,0,15.63,2019-04-27 03:00:00,TP04
524,Norfentanyl,0.41,11.23,(7) Sun,0.0,0.07,(04) Apr,0,12.4,2019-04-28 03:00:00,TP04
525,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(04) Apr,-10000,-9999.99,2019-04-22 03:00:00,TP04
526,Heroin,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(04) Apr,-10000,-9999.99,2019-04-23 03:00:00,TP04
527,Heroin,0.39,4.99,(3) Wed,0.0,0.03,(04) Apr,0,5.96,2019-04-24 03:00:00,TP04
528,Heroin,0.04,5.56,(4) Thu,0.0,0.04,(04) Apr,0,6.8,2019-04-25 03:00:00,TP04
529,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(04) Apr,-10000,-9999.99,2019-04-26 03:00:00,TP04
530,Heroin,0.43,5.99,(6) Sat,0.0,0.04,(04) Apr,0,6.79,2019-04-27 03:00:00,TP04
531,Heroin,0.63,7.4,(7) Sun,0.0,0.04,(04) Apr,1,8.18,2019-04-28 03:00:00,TP04
532,6-Acetylmorphine,0.16,13.06,(1) Mon,0.0,0.08,(04) Apr,0,14.79,2019-04-22 03:00:00,TP04
533,6-Acetylmorphine,0.09,6.36,(2) Tue,0.0,0.04,(04) Apr,0,7.4,2019-04-23 03:00:00,TP04
534,6-Acetylmorphine,1.66,17.77,(3) Wed,0.01,0.12,(04) Apr,2,21.22,2019-04-24 03:00:00,TP04
535,6-Acetylmorphine,1.1,9.86,(4) Thu,0.01,0.07,(04) Apr,1,12.07,2019-04-25 03:00:00,TP04
536,6-Acetylmorphine,0.97,11.67,(5) Fri,0.01,0.08,(04) Apr,1,14.44,2019-04-26 03:00:00,TP04
537,6-Acetylmorphine,0.64,6.78,(6) Sat,0.0,0.04,(04) Apr,1,7.68,2019-04-27 03:00:00,TP04
538,6-Acetylmorphine,0.53,8.44,(7) Sun,0.0,0.05,(04) Apr,1,9.32,2019-04-28 03:00:00,TP04
539,Oxycodone,6.07,55.56,(1) Mon,0.04,0.36,(05) May,7,66.59,2019-05-13 03:00:00,TP04
540,Oxycodone,1.63,35.14,(2) Tue,0.01,0.26,(05) May,2,48.31,2019-05-14 03:00:00,TP04
541,Oxycodone,3.8,41.7,(3) Wed,0.03,0.3,(05) May,5,55.04,2019-05-15 03:00:00,TP04
542,Oxycodone,0.97,34.57,(4) Thu,0.01,0.24,(05) May,1,44.15,2019-05-16 03:00:00,TP04
543,Oxycodone,0.78,36.18,(5) Fri,0.01,0.25,(05) May,1,44.93,2019-05-17 03:00:00,TP04
544,Oxycodone,0.28,16.99,(6) Sat,0.0,0.11,(05) May,0,19.61,2019-05-18 03:00:00,TP04
545,Oxycodone,1.89,22.64,(7) Sun,0.01,0.14,(05) May,2,25.48,2019-05-19 03:00:00,TP04
546,Noroxycodone,6.11,86.6,(1) Mon,0.04,0.57,(05) May,7,103.8,2019-05-13 03:00:00,TP04
547,Noroxycodone,4.26,64.2,(2) Tue,0.03,0.48,(05) May,6,88.26,2019-05-14 03:00:00,TP04
548,Noroxycodone,0.36,56.32,(3) Wed,0.0,0.41,(05) May,0,74.34,2019-05-15 03:00:00,TP04
549,Noroxycodone,1.71,65.35,(4) Thu,0.01,0.46,(05) May,2,83.46,2019-05-16 03:00:00,TP04
550,Noroxycodone,0.28,53.15,(5) Fri,0.0,0.36,(05) May,0,66.0,2019-05-17 03:00:00,TP04
551,Noroxycodone,0.74,29.95,(6) Sat,0.0,0.19,(05) May,1,34.56,2019-05-18 03:00:00,TP04
552,Noroxycodone,0.53,18.28,(7) Sun,0.0,0.11,(05) May,1,20.59,2019-05-19 03:00:00,TP04
553,Codeine,7.35,67.79,(1) Mon,0.05,0.44,(05) May,9,81.25,2019-05-13 03:00:00,TP04
554,Codeine,0.64,53.08,(2) Tue,0.0,0.4,(05) May,1,72.97,2019-05-14 03:00:00,TP04
555,Codeine,3.0,67.35,(3) Wed,0.02,0.48,(05) May,4,88.89,2019-05-15 03:00:00,TP04
556,Codeine,0.16,54.52,(4) Thu,0.0,0.38,(05) May,0,69.63,2019-05-16 03:00:00,TP04
557,Codeine,1.37,42.39,(5) Fri,0.01,0.29,(05) May,2,52.64,2019-05-17 03:00:00,TP04
558,Codeine,1.91,34.59,(6) Sat,0.01,0.22,(05) May,2,39.91,2019-05-18 03:00:00,TP04
559,Codeine,3.38,33.21,(7) Sun,0.02,0.2,(05) May,4,37.39,2019-05-19 03:00:00,TP04
560,Fentanyl,0.06,1.87,(1) Mon,0.0,0.01,(05) May,0,2.24,2019-05-13 03:00:00,TP04
561,Fentanyl,0.12,2.14,(2) Tue,0.0,0.02,(05) May,0,2.95,2019-05-14 03:00:00,TP04
562,Fentanyl,0.01,2.03,(3) Wed,0.0,0.01,(05) May,0,2.68,2019-05-15 03:00:00,TP04
563,Fentanyl,0.33,2.4,(4) Thu,0.0,0.02,(05) May,0,3.06,2019-05-16 03:00:00,TP04
564,Fentanyl,0.09,3.04,(5) Fri,0.0,0.02,(05) May,0,3.78,2019-05-17 03:00:00,TP04
565,Fentanyl,0.07,1.18,(6) Sat,0.0,0.01,(05) May,0,1.37,2019-05-18 03:00:00,TP04
566,Fentanyl,0.11,2.73,(7) Sun,0.0,0.02,(05) May,0,3.08,2019-05-19 03:00:00,TP04
567,Norfentanyl,0.06,17.06,(1) Mon,0.0,0.11,(05) May,0,20.45,2019-05-13 03:00:00,TP04
568,Norfentanyl,1.06,18.48,(2) Tue,0.01,0.14,(05) May,1,25.4,2019-05-14 03:00:00,TP04
569,Norfentanyl,0.9,20.41,(3) Wed,0.01,0.15,(05) May,1,26.94,2019-05-15 03:00:00,TP04
570,Norfentanyl,0.15,22.77,(4) Thu,0.0,0.16,(05) May,0,29.08,2019-05-16 03:00:00,TP04
571,Norfentanyl,1.61,30.9,(5) Fri,0.01,0.21,(05) May,2,38.37,2019-05-17 03:00:00,TP04
572,Norfentanyl,0.17,17.12,(6) Sat,0.0,0.11,(05) May,0,19.75,2019-05-18 03:00:00,TP04
573,Norfentanyl,0.41,22.37,(7) Sun,0.0,0.14,(05) May,0,25.19,2019-05-19 03:00:00,TP04
574,Heroin,0.33,9.7,(1) Mon,0.0,0.06,(05) May,0,11.62,2019-05-13 03:00:00,TP04
575,Heroin,0.22,4.45,(2) Tue,0.0,0.03,(05) May,0,6.12,2019-05-14 03:00:00,TP04
576,Heroin,0.26,16.35,(3) Wed,0.0,0.12,(05) May,0,21.58,2019-05-15 03:00:00,TP04
577,Heroin,1.42,7.78,(4) Thu,0.01,0.05,(05) May,2,9.93,2019-05-16 03:00:00,TP04
578,Heroin,0.62,13.34,(5) Fri,0.0,0.09,(05) May,1,16.57,2019-05-17 03:00:00,TP04
579,Heroin,1.54,13.45,(6) Sat,0.01,0.08,(05) May,2,15.52,2019-05-18 03:00:00,TP04
580,Heroin,2.03,20.04,(7) Sun,0.01,0.12,(05) May,2,22.56,2019-05-19 03:00:00,TP04
581,6-Acetylmorphine,0.35,15.74,(1) Mon,0.0,0.1,(05) May,0,18.87,2019-05-13 03:00:00,TP04
582,6-Acetylmorphine,0.2,19.94,(2) Tue,0.0,0.15,(05) May,0,27.41,2019-05-14 03:00:00,TP04
583,6-Acetylmorphine,2.85,23.57,(3) Wed,0.02,0.17,(05) May,4,31.1,2019-05-15 03:00:00,TP04
584,6-Acetylmorphine,1.17,12.77,(4) Thu,0.01,0.09,(05) May,1,16.31,2019-05-16 03:00:00,TP04
585,6-Acetylmorphine,0.57,21.1,(5) Fri,0.0,0.14,(05) May,1,26.21,2019-05-17 03:00:00,TP04
586,6-Acetylmorphine,0.26,15.29,(6) Sat,0.0,0.1,(05) May,0,17.65,2019-05-18 03:00:00,TP04
587,6-Acetylmorphine,1.28,21.91,(7) Sun,0.01,0.13,(05) May,1,24.67,2019-05-19 03:00:00,TP04
588,Oxycodone,0.55,50.57,(1) Mon,0.0,0.33,(06) Jun,1,60.36,2019-06-03 03:00:00,TP04
589,Oxycodone,1.25,42.49,(2) Tue,0.01,0.28,(06) Jun,1,50.62,2019-06-04 03:00:00,TP04
590,Oxycodone,1.5,37.76,(3) Wed,0.01,0.25,(06) Jun,2,46.45,2019-06-05 03:00:00,TP04
591,Oxycodone,2.37,22.35,(4) Thu,0.02,0.15,(06) Jun,3,26.97,2019-06-06 03:00:00,TP04
592,Oxycodone,0.25,40.36,(5) Fri,0.0,0.26,(06) Jun,0,47.64,2019-06-07 03:00:00,TP04
593,Oxycodone,2.76,29.38,(6) Sat,0.02,0.17,(06) Jun,3,31.0,2019-06-08 03:00:00,TP04
594,Oxycodone,1.71,18.94,(7) Sun,0.01,0.11,(06) Jun,2,19.84,2019-06-09 03:00:00,TP04
595,Noroxycodone,0.74,70.99,(1) Mon,0.0,0.46,(06) Jun,1,84.74,2019-06-03 03:00:00,TP04
596,Noroxycodone,2.44,51.67,(2) Tue,0.02,0.34,(06) Jun,3,61.56,2019-06-04 03:00:00,TP04
597,Noroxycodone,1.28,48.02,(3) Wed,0.01,0.32,(06) Jun,2,59.06,2019-06-05 03:00:00,TP04
598,Noroxycodone,2.45,30.67,(4) Thu,0.02,0.2,(06) Jun,3,37.02,2019-06-06 03:00:00,TP04
599,Noroxycodone,4.47,52.49,(5) Fri,0.03,0.34,(06) Jun,5,61.96,2019-06-07 03:00:00,TP04
600,Noroxycodone,0.47,40.05,(6) Sat,0.0,0.23,(06) Jun,0,42.25,2019-06-08 03:00:00,TP04
601,Noroxycodone,0.28,23.34,(7) Sun,0.0,0.13,(06) Jun,0,24.45,2019-06-09 03:00:00,TP04
602,Codeine,3.21,60.15,(1) Mon,0.02,0.39,(06) Jun,4,71.8,2019-06-03 03:00:00,TP04
603,Codeine,2.06,60.99,(2) Tue,0.01,0.4,(06) Jun,2,72.67,2019-06-04 03:00:00,TP04
604,Codeine,1.15,67.06,(3) Wed,0.01,0.45,(06) Jun,1,82.49,2019-06-05 03:00:00,TP04
605,Codeine,4.29,51.92,(4) Thu,0.03,0.34,(06) Jun,5,62.66,2019-06-06 03:00:00,TP04
606,Codeine,3.59,57.28,(5) Fri,0.02,0.37,(06) Jun,4,67.61,2019-06-07 03:00:00,TP04
607,Codeine,2.98,41.37,(6) Sat,0.02,0.24,(06) Jun,3,43.65,2019-06-08 03:00:00,TP04
608,Codeine,1.92,38.86,(7) Sun,0.01,0.22,(06) Jun,2,40.7,2019-06-09 03:00:00,TP04
609,Fentanyl,0.03,4.65,(1) Mon,0.0,0.03,(06) Jun,0,5.55,2019-06-03 03:00:00,TP04
610,Fentanyl,0.19,3.29,(2) Tue,0.0,0.02,(06) Jun,0,3.92,2019-06-04 03:00:00,TP04
611,Fentanyl,0.09,3.69,(3) Wed,0.0,0.02,(06) Jun,0,4.54,2019-06-05 03:00:00,TP04
612,Fentanyl,0.68,7.31,(4) Thu,0.0,0.05,(06) Jun,1,8.82,2019-06-06 03:00:00,TP04
613,Fentanyl,0.59,4.74,(5) Fri,0.0,0.03,(06) Jun,1,5.59,2019-06-07 03:00:00,TP04
614,Fentanyl,0.24,4.7,(6) Sat,0.0,0.03,(06) Jun,0,4.96,2019-06-08 03:00:00,TP04
615,Fentanyl,0.03,3.39,(7) Sun,0.0,0.02,(06) Jun,0,3.55,2019-06-09 03:00:00,TP04
616,Norfentanyl,0.07,19.31,(1) Mon,0.0,0.13,(06) Jun,0,23.05,2019-06-03 03:00:00,TP04
617,Norfentanyl,0.33,23.73,(2) Tue,0.0,0.15,(06) Jun,0,28.27,2019-06-04 03:00:00,TP04
618,Norfentanyl,1.56,24.32,(3) Wed,0.01,0.16,(06) Jun,2,29.91,2019-06-05 03:00:00,TP04
619,Norfentanyl,1.92,16.78,(4) Thu,0.01,0.11,(06) Jun,2,20.25,2019-06-06 03:00:00,TP04
620,Norfentanyl,2.37,26.24,(5) Fri,0.02,0.17,(06) Jun,3,30.97,2019-06-07 03:00:00,TP04
621,Norfentanyl,0.86,30.52,(6) Sat,0.0,0.18,(06) Jun,1,32.21,2019-06-08 03:00:00,TP04
622,Norfentanyl,0.0,20.6,(7) Sun,0.0,0.12,(06) Jun,0,21.58,2019-06-09 03:00:00,TP04
623,Heroin,2.44,24.03,(1) Mon,0.02,0.16,(06) Jun,3,28.69,2019-06-03 03:00:00,TP04
624,Heroin,1.61,16.73,(2) Tue,0.01,0.11,(06) Jun,2,19.93,2019-06-04 03:00:00,TP04
625,Heroin,1.29,17.21,(3) Wed,0.01,0.12,(06) Jun,2,21.17,2019-06-05 03:00:00,TP04
626,Heroin,0.58,5.42,(4) Thu,0.0,0.04,(06) Jun,1,6.54,2019-06-06 03:00:00,TP04
627,Heroin,0.44,10.64,(5) Fri,0.0,0.07,(06) Jun,1,12.56,2019-06-07 03:00:00,TP04
628,Heroin,1.02,11.63,(6) Sat,0.01,0.07,(06) Jun,1,12.27,2019-06-08 03:00:00,TP04
629,Heroin,0.68,7.7,(7) Sun,0.0,0.04,(06) Jun,1,8.07,2019-06-09 03:00:00,TP04
630,6-Acetylmorphine,1.0,32.19,(1) Mon,0.01,0.21,(06) Jun,1,38.43,2019-06-03 03:00:00,TP04
631,6-Acetylmorphine,1.13,39.79,(2) Tue,0.01,0.26,(06) Jun,1,47.41,2019-06-04 03:00:00,TP04
632,6-Acetylmorphine,0.42,27.34,(3) Wed,0.0,0.18,(06) Jun,1,33.63,2019-06-05 03:00:00,TP04
633,6-Acetylmorphine,1.84,11.17,(4) Thu,0.01,0.07,(06) Jun,2,13.48,2019-06-06 03:00:00,TP04
634,6-Acetylmorphine,0.57,16.73,(5) Fri,0.0,0.11,(06) Jun,1,19.74,2019-06-07 03:00:00,TP04
635,6-Acetylmorphine,0.65,12.46,(6) Sat,0.0,0.07,(06) Jun,1,13.15,2019-06-08 03:00:00,TP04
636,6-Acetylmorphine,0.69,11.22,(7) Sun,0.0,0.06,(06) Jun,1,11.76,2019-06-09 03:00:00,TP04
637,Oxycodone,1.96,45.81,(1) Mon,0.01,0.3,(07) Jul,2,55.85,2019-07-08 03:00:00,TP04
638,Oxycodone,0.79,33.89,(2) Tue,0.01,0.23,(07) Jul,1,42.64,2019-07-09 03:00:00,TP04
639,Oxycodone,1.94,43.89,(3) Wed,0.01,0.3,(07) Jul,2,55.17,2019-07-10 03:00:00,TP04
640,Oxycodone,1.32,42.1,(4) Thu,0.01,0.29,(07) Jul,2,52.56,2019-07-11 03:00:00,TP04
641,Oxycodone,0.73,35.38,(5) Fri,0.0,0.23,(07) Jul,1,41.85,2019-07-12 03:00:00,TP04
642,Oxycodone,1.63,26.15,(6) Sat,0.01,0.15,(07) Jul,2,27.46,2019-07-13 03:00:00,TP04
643,Oxycodone,0.52,26.8,(7) Sun,0.0,0.15,(07) Jul,1,28.2,2019-07-14 03:00:00,TP04
644,Noroxycodone,3.87,54.09,(1) Mon,0.03,0.36,(07) Jul,5,65.96,2019-07-08 03:00:00,TP04
645,Noroxycodone,1.74,35.76,(2) Tue,0.01,0.25,(07) Jul,2,45.0,2019-07-09 03:00:00,TP04
646,Noroxycodone,0.8,43.6,(3) Wed,0.01,0.3,(07) Jul,1,54.8,2019-07-10 03:00:00,TP04
647,Noroxycodone,1.07,45.64,(4) Thu,0.01,0.31,(07) Jul,1,56.98,2019-07-11 03:00:00,TP04
648,Noroxycodone,1.49,42.86,(5) Fri,0.01,0.28,(07) Jul,2,50.69,2019-07-12 03:00:00,TP04
649,Noroxycodone,0.95,28.9,(6) Sat,0.01,0.17,(07) Jul,1,30.35,2019-07-13 03:00:00,TP04
650,Noroxycodone,1.09,31.8,(7) Sun,0.01,0.18,(07) Jul,1,33.46,2019-07-14 03:00:00,TP04
651,Codeine,3.62,56.44,(1) Mon,0.02,0.38,(07) Jul,4,68.82,2019-07-08 03:00:00,TP04
652,Codeine,3.22,42.54,(2) Tue,0.02,0.29,(07) Jul,4,53.52,2019-07-09 03:00:00,TP04
653,Codeine,1.58,29.42,(3) Wed,0.01,0.2,(07) Jul,2,36.98,2019-07-10 03:00:00,TP04
654,Codeine,1.58,27.07,(4) Thu,0.01,0.18,(07) Jul,2,33.8,2019-07-11 03:00:00,TP04
655,Codeine,0.95,25.9,(5) Fri,0.01,0.17,(07) Jul,1,30.63,2019-07-12 03:00:00,TP04
656,Codeine,2.54,27.58,(6) Sat,0.01,0.16,(07) Jul,3,28.96,2019-07-13 03:00:00,TP04
657,Codeine,2.23,42.3,(7) Sun,0.01,0.24,(07) Jul,2,44.51,2019-07-14 03:00:00,TP04
658,Fentanyl,0.19,2.41,(1) Mon,0.0,0.02,(07) Jul,0,2.94,2019-07-08 03:00:00,TP04
659,Fentanyl,0.06,1.46,(2) Tue,0.0,0.01,(07) Jul,0,1.83,2019-07-09 03:00:00,TP04
660,Fentanyl,0.2,2.26,(3) Wed,0.0,0.02,(07) Jul,0,2.84,2019-07-10 03:00:00,TP04
661,Fentanyl,0.06,1.26,(4) Thu,0.0,0.01,(07) Jul,0,1.57,2019-07-11 03:00:00,TP04
662,Fentanyl,0.1,1.61,(5) Fri,0.0,0.01,(07) Jul,0,1.9,2019-07-12 03:00:00,TP04
663,Fentanyl,0.15,2.05,(6) Sat,0.0,0.01,(07) Jul,0,2.15,2019-07-13 03:00:00,TP04
664,Fentanyl,0.08,2.06,(7) Sun,0.0,0.01,(07) Jul,0,2.17,2019-07-14 03:00:00,TP04
665,Norfentanyl,0.23,16.8,(1) Mon,0.0,0.11,(07) Jul,0,20.49,2019-07-08 03:00:00,TP04
666,Norfentanyl,0.76,9.3,(2) Tue,0.01,0.06,(07) Jul,1,11.7,2019-07-09 03:00:00,TP04
667,Norfentanyl,0.13,12.68,(3) Wed,0.0,0.09,(07) Jul,0,15.94,2019-07-10 03:00:00,TP04
